uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
18336,16,21,37,158,73,73,106,128,175,258
6625,27,47,35,51,69,98,97,150,184,287
6101,3,27,38,52,39,68,90,123,223,383
16991,49,34,39,154,53,58,77,109,153,319
17966,29,72,64,45,81,73,110,135,170,266
16742,138,19,14,22,56,72,78,121,194,331
3231,12,43,58,62,92,74,78,115,178,333
2843,24,40,41,148,66,60,78,131,171,286
16157,19,41,39,46,91,78,91,129,193,318
18803,10,34,52,58,109,100,98,116,164,305
9268,30,80,58,162,84,77,84,88,145,237
7926,9,34,73,147,77,104,96,130,138,238
13577,34,32,38,44,53,92,110,139,197,306
7518,52,63,70,163,100,67,62,99,134,235
16185,16,56,68,53,61,69,96,120,187,319
11025,37,48,53,165,68,63,80,110,151,270
5791,9,30,51,168,64,76,90,117,193,248
7365,14,26,37,42,58,95,115,159,183,316
19017,30,78,63,66,85,72,89,106,178,278
506,10,31,38,40,60,77,94,108,198,390
17630,18,46,62,181,92,76,79,91,157,243
7603,7,47,55,154,76,63,90,104,147,303
8627,41,45,43,39,80,76,64,114,210,333
8471,40,28,60,47,67,68,70,117,203,345
215,27,28,58,36,54,49,69,122,237,365
17489,107,73,59,45,106,73,71,100,141,270
3641,46,61,61,162,76,70,69,101,150,249
10783,14,45,68,175,98,81,75,97,155,237
14968,5,24,39,56,103,112,123,147,182,255
522,8,18,33,139,48,71,92,126,190,321
5098,20,37,42,42,66,67,76,138,195,362
3176,12,23,60,46,56,83,82,156,205,322
4904,1,19,38,148,79,73,74,98,158,357
16576,6,14,46,177,102,95,99,110,146,251
13668,9,36,49,47,62,58,85,152,187,361
10854,0,25,55,55,64,69,95,137,220,325
16741,14,43,58,165,101,72,95,114,154,229
9002,21,39,27,49,82,58,63,107,192,407
17799,0,17,29,39,68,68,83,148,217,376
5015,32,26,35,36,76,72,96,136,220,316
11855,44,55,69,57,60,79,96,116,190,279
11943,6,18,49,55,80,108,127,119,184,300
19548,9,9,38,36,48,68,81,143,211,404
15443,7,39,26,44,68,84,120,156,191,311
3781,47,41,51,63,77,85,83,126,182,290
18532,10,34,68,85,94,85,100,121,162,287
2612,33,32,39,36,69,75,73,133,171,384
7866,18,29,48,31,77,69,92,151,198,332
18324,48,19,57,159,54,57,100,117,167,267
3770,7,12,29,46,49,68,84,112,216,423
16636,12,38,35,47,66,88,106,134,206,313
10129,49,48,63,51,88,81,77,125,168,295
14469,8,30,45,158,75,70,96,138,177,249
14914,8,22,56,42,72,80,86,109,182,389
15017,4,24,52,44,87,82,66,137,191,359
13996,25,20,43,47,53,79,86,130,201,361
2076,40,11,41,68,83,75,100,119,168,340
12667,16,43,70,74,101,90,66,143,180,262
13952,52,58,64,58,92,69,70,107,183,292
7338,9,29,42,160,64,73,68,84,141,376
11456,55,36,36,33,62,75,88,130,195,335
13160,2,28,55,166,92,93,103,116,152,239
749,14,21,38,31,51,46,76,120,194,454
7942,15,27,36,61,69,85,93,133,208,318
12574,33,52,62,184,86,77,76,100,141,234
13278,20,46,63,159,79,104,64,101,160,249
18581,49,54,65,162,84,48,79,102,152,250
13669,3,9,9,36,69,70,85,109,249,409
16238,52,61,66,136,72,66,76,111,154,251
1015,53,50,56,47,75,64,84,114,194,308
3038,2,29,34,34,50,49,79,128,244,397
8975,83,68,53,43,75,82,72,118,164,287
14967,51,64,61,51,97,85,69,115,151,301
2659,107,53,29,51,67,62,77,114,181,304
9337,52,34,47,68,90,66,83,115,187,303
12266,12,31,58,177,89,81,90,101,164,242
5501,13,31,23,40,43,37,62,91,202,503
4982,41,40,37,47,42,58,83,148,175,374
16371,13,32,27,43,64,57,74,119,191,425
11932,44,39,55,170,69,58,79,109,158,264
6640,15,19,32,43,60,79,84,161,205,347
2191,38,89,79,166,82,67,65,76,136,247
16133,13,32,35,41,57,69,84,144,188,382
823,74,56,53,160,59,65,59,98,137,284
17328,31,42,51,38,61,72,75,134,205,336
4464,53,34,40,46,98,75,78,141,205,275
2036,96,56,52,164,76,76,71,89,133,232
13309,61,74,80,159,53,62,61,85,154,256
1755,0,20,56,171,99,98,82,124,157,238
13177,108,68,63,152,71,74,63,72,129,245
2074,33,24,74,60,104,98,67,126,174,285
1640,4,21,34,60,82,103,97,147,193,305
3354,45,49,64,147,94,81,64,97,138,266
12379,84,64,61,148,73,51,73,80,165,246
18486,18,32,64,53,69,89,102,121,199,298
16874,4,13,40,157,90,58,76,119,166,323
6106,3,37,34,34,62,69,63,133,189,422
8859,2,10,28,163,89,82,106,137,179,251
6169,15,35,39,155,63,63,73,106,175,321
2070,82,38,42,35,86,118,94,103,164,283
14565,11,32,61,170,98,71,86,118,164,234
6710,4,10,26,44,86,102,103,136,181,355
3643,2,17,35,55,88,108,99,123,177,342
3144,96,50,62,156,68,73,66,97,146,231
6865,7,33,43,174,80,78,80,138,156,257
2140,35,12,25,31,42,62,87,150,237,364
3414,9,28,57,148,61,73,82,94,151,343
7952,93,34,37,43,92,70,64,119,162,331
15208,27,33,43,176,107,83,73,113,149,241
538,22,44,54,53,92,103,106,132,173,266
1896,41,57,71,48,70,66,101,137,167,287
19100,13,28,55,87,95,91,67,118,205,286
444,38,31,55,45,78,95,108,129,180,286
8135,23,25,59,42,70,91,121,134,184,296
1656,31,66,76,175,92,69,71,99,124,242
575,44,57,65,168,67,75,62,96,152,259
10803,11,28,52,145,64,84,79,98,185,299
17534,27,55,55,38,72,66,58,111,172,391
11175,16,60,66,178,95,78,71,99,136,246
9486,31,56,52,65,105,99,95,124,169,249
14601,25,43,34,42,58,78,89,112,179,385
19134,10,23,35,47,68,77,105,160,219,302
9127,13,31,65,167,97,89,81,116,153,233
8293,25,26,45,55,75,92,115,137,184,291
9999,7,20,60,65,93,87,82,143,203,286
7066,4,26,48,56,91,89,115,131,191,295
8450,44,21,33,32,58,64,73,148,236,336
17052,12,22,27,48,65,76,98,133,210,354
13287,24,66,81,58,95,86,96,113,157,269
710,8,18,42,64,82,91,98,155,186,302
2524,5,17,61,50,90,90,112,123,187,311
13643,32,29,72,67,106,97,81,122,183,256
3924,38,24,56,45,70,100,88,146,187,291
4353,23,74,74,66,77,73,88,111,153,306
11870,24,50,50,53,86,83,121,123,169,286
6159,5,29,36,154,75,83,102,127,176,259
7727,27,47,47,147,78,76,68,97,166,292
9789,21,62,51,71,104,80,80,121,169,286
7010,26,37,78,163,92,87,69,84,142,267
11509,8,25,38,35,63,67,85,120,182,423
5870,53,45,22,33,70,66,76,132,215,333
18600,43,33,54,156,62,95,70,102,162,268
15039,0,28,44,39,59,87,98,189,213,288
11700,24,57,83,169,91,82,84,83,146,226
3342,9,21,44,34,52,85,91,126,203,381
6504,21,31,40,39,83,92,86,135,201,317
19522,6,22,30,52,72,88,77,117,169,413
14138,15,44,42,144,69,67,89,131,183,261
12456,127,74,50,148,89,57,48,75,126,251
17834,14,27,35,43,51,73,90,137,227,348
8176,11,26,73,66,104,89,99,127,172,278
6538,69,40,45,63,89,63,88,126,168,294
12004,18,47,55,73,97,100,87,122,161,285
9887,53,59,57,49,85,83,100,116,160,283
6812,55,61,57,32,54,52,86,121,173,354
363,41,38,50,48,95,83,86,143,164,297
5034,25,59,40,38,68,106,97,160,174,278
16312,13,37,47,51,78,68,71,113,220,347
13665,47,36,51,155,102,76,79,105,149,245
19715,12,14,52,44,86,52,88,153,219,325
9509,28,32,43,42,58,90,71,121,206,354
16116,14,52,74,61,85,90,99,110,182,278
3565,7,20,36,38,77,55,96,120,205,392
13064,35,33,58,35,40,60,88,149,215,332
4984,39,46,44,37,59,65,70,109,225,351
13151,65,44,59,167,87,57,69,85,139,273
14079,19,42,49,39,83,85,80,162,188,298
2705,7,22,46,46,55,73,74,126,201,396
1242,34,51,48,168,98,75,78,103,140,250
4277,31,40,43,77,118,91,94,116,163,272
15815,13,33,32,143,85,94,84,127,182,252
643,38,57,90,165,74,74,60,102,157,228
17014,12,34,67,164,86,76,78,122,154,252
16972,14,39,38,63,90,90,92,113,192,314
17854,16,76,67,75,81,94,80,127,167,262
5716,14,39,35,59,66,89,106,140,174,323
18338,15,25,40,31,60,69,84,113,170,438
4276,18,45,53,168,71,61,80,103,140,306
13082,32,41,46,153,88,71,72,123,165,254
14988,28,34,65,34,81,68,102,153,193,287
2777,28,35,36,153,70,67,67,114,179,296
17935,15,50,67,58,100,103,110,111,157,274
18562,8,31,26,33,59,67,105,135,210,372
19521,51,65,57,46,84,73,70,117,172,310
10421,19,41,58,63,99,84,88,123,166,304
17973,26,55,71,50,85,90,91,113,172,292
4503,60,62,58,51,69,76,79,131,162,297
8212,7,32,46,54,71,89,89,108,202,348
4214,60,79,68,170,77,58,52,75,141,265
19288,21,37,50,34,71,84,85,125,195,343
3151,86,55,66,165,68,72,62,85,138,248
8722,32,40,80,183,80,76,81,101,135,237
7537,32,29,50,34,53,82,85,150,214,316
17915,23,63,82,162,87,57,71,96,163,241
18437,77,55,33,142,51,49,64,95,159,320
12668,3,28,60,162,84,80,85,104,151,289
6473,42,80,56,48,73,73,69,105,186,313
4199,1,7,38,35,53,48,86,142,230,406
17213,51,103,77,51,73,73,64,131,162,260
5287,25,27,47,152,64,74,65,98,185,308
10671,46,40,67,65,73,84,75,114,175,306
3048,0,9,31,30,48,72,87,118,196,455
2381,19,43,50,53,87,89,114,101,179,310
14643,45,44,37,47,71,67,66,121,187,360
12424,67,48,64,39,59,57,90,130,182,309
5545,38,33,44,47,68,87,89,132,207,300
8989,5,24,43,150,71,78,102,138,195,240
16135,47,80,78,156,89,60,60,93,130,252
7972,43,45,27,27,68,73,108,136,181,337
18467,25,28,56,60,75,83,99,125,195,299
15447,107,42,36,55,70,62,61,128,184,300
9455,115,64,54,150,72,67,64,82,129,248
7154,61,41,32,47,64,69,80,99,188,364
15862,14,37,60,58,72,70,87,119,198,330
13621,11,30,37,166,106,94,96,108,152,245
2341,38,27,30,24,41,56,64,131,177,457
18530,94,56,59,171,85,56,52,88,136,248
1880,36,40,39,64,75,67,76,129,187,332
9293,25,33,51,39,65,90,92,131,178,341
466,21,36,55,146,75,84,102,94,161,271
6436,6,12,31,57,91,99,110,146,200,294
2093,1,18,45,54,70,102,115,150,192,298
1629,5,27,54,168,83,69,88,106,172,274
16235,6,34,78,169,108,95,97,95,128,236
9041,53,52,82,46,84,88,83,111,147,299
10870,7,27,34,64,98,95,82,125,185,329
13505,53,46,56,49,88,83,80,119,173,298
13334,4,30,33,146,58,63,64,112,193,343
11235,9,32,58,40,78,87,93,147,186,316
17643,11,50,33,39,44,53,83,149,211,372
14110,20,25,48,65,86,107,96,116,179,303
14575,20,52,71,174,100,86,70,100,144,228
5185,31,36,36,52,88,57,114,151,149,331
10688,12,25,47,50,75,76,110,146,175,329
8129,22,35,40,158,52,88,102,107,180,261
15388,51,52,59,153,80,92,49,89,156,264
4102,49,66,58,46,74,61,63,125,178,325
9277,22,33,54,57,76,80,75,156,188,304
9616,88,37,37,147,74,54,78,114,181,235
697,14,24,16,42,67,88,91,140,190,373
15304,28,34,29,45,54,73,75,134,194,379
19473,3,18,34,53,73,84,110,121,226,324
1241,22,57,50,48,115,91,91,119,160,292
9594,12,47,44,167,91,88,78,128,166,224
5508,12,22,38,29,61,70,80,166,212,355
627,58,64,56,52,76,83,69,109,184,294
19948,6,36,49,35,71,94,81,138,222,314
2930,4,15,18,42,67,72,84,138,212,394
13504,3,8,54,43,68,60,75,122,196,418
16942,5,11,49,185,92,70,82,126,183,243
19840,2,11,34,143,66,78,83,114,163,352
10314,4,18,45,60,63,102,112,157,194,291
1812,37,30,62,149,58,60,60,119,182,288
13198,18,60,73,73,77,97,78,120,169,280
19153,33,33,39,149,74,86,71,112,166,282
13658,11,28,38,50,85,86,100,142,201,304
12793,71,56,50,162,102,71,76,94,131,232
4139,41,37,34,69,82,93,94,101,185,309
14913,40,56,79,171,87,85,60,88,144,235
6315,15,39,54,54,75,79,90,111,186,342
12621,17,30,35,59,69,77,96,136,225,301
14662,7,35,43,48,73,70,114,140,199,317
9884,70,70,56,154,86,62,58,109,133,247
4745,11,40,66,36,72,79,92,153,213,283
5666,6,26,67,76,89,75,87,143,205,272
12693,28,31,33,41,94,113,116,128,169,292
11260,11,29,45,69,76,73,69,108,155,410
9131,35,57,63,52,84,87,100,129,169,269
10043,82,73,59,54,85,78,75,121,155,263
17675,45,78,63,157,84,79,59,80,153,247
16337,79,49,29,141,46,45,70,128,151,307
2794,10,26,32,137,63,52,79,107,167,373
19455,40,57,51,34,66,83,77,122,183,332
1000,14,19,44,53,77,83,115,167,186,287
16041,95,69,60,50,77,69,62,121,159,283
3368,12,29,53,62,73,83,102,146,200,285
16673,12,36,56,45,81,97,78,107,169,364
8226,28,41,55,46,88,80,98,131,174,304
2911,6,27,48,181,93,71,83,106,162,269
16763,10,20,28,33,50,67,62,106,212,458
2265,37,48,60,45,76,84,81,118,202,294
4560,21,34,43,36,78,85,89,135,226,298
6956,10,49,59,159,84,81,81,110,163,250
5437,56,49,58,160,87,92,79,89,134,241
14820,111,54,47,162,78,69,58,85,132,249
3015,19,28,59,48,62,87,88,133,206,315
13781,44,37,61,151,76,70,82,90,155,279
13568,14,32,35,34,71,75,71,117,212,384
18400,45,68,65,65,74,73,73,120,170,292
17352,31,44,49,73,76,91,85,137,175,284
5328,37,65,70,43,103,92,94,121,150,270
9366,24,38,68,52,87,93,100,124,166,293
8152,8,52,69,73,100,107,100,121,150,266
6979,3,9,28,158,60,80,97,131,179,302
1849,17,33,39,44,77,73,113,141,218,290
8643,0,9,44,143,53,67,92,148,213,277
12080,35,34,58,154,68,75,65,107,166,283
18044,33,24,27,45,64,81,97,145,204,325
9393,20,59,55,59,85,79,92,116,187,293
5924,24,28,38,42,65,67,65,130,223,363
9155,47,29,44,34,55,64,89,151,171,361
11980,31,53,49,48,90,103,93,129,172,277
287,25,24,53,139,58,52,91,111,176,316
13296,29,73,71,53,77,75,98,114,180,275
16700,52,70,56,155,70,67,75,91,158,251
7297,34,31,51,154,49,66,83,116,179,282
762,42,73,73,43,88,81,85,113,163,284
8240,81,75,64,57,84,68,87,102,154,273
2589,15,42,53,168,87,82,71,106,153,268
8664,13,31,62,56,78,76,89,140,192,308
13593,6,35,41,52,83,85,101,143,200,300
3656,9,18,30,34,61,74,90,171,219,340
16857,28,29,36,56,82,79,62,92,190,391
1337,21,33,63,56,85,87,93,145,181,281
10247,35,67,75,176,92,79,68,97,129,227
14412,12,45,73,166,86,80,73,104,158,248
1006,5,24,41,151,52,57,70,96,189,361
14429,43,39,30,24,59,56,103,135,180,376
19211,6,37,43,142,64,76,85,143,187,263
18643,24,48,54,58,73,85,83,125,176,319
4057,18,36,49,159,68,62,58,104,146,345
16394,10,23,30,37,46,68,94,137,224,377
15674,50,34,54,61,62,76,82,124,194,308
14734,12,10,43,35,56,76,85,129,202,398
16040,8,12,25,42,72,79,115,169,235,289
7717,70,70,55,45,86,78,78,123,161,279
1355,40,48,70,62,80,71,80,111,167,316
10453,16,25,40,38,77,83,96,138,189,343
9790,20,37,36,28,66,66,95,130,185,382
10819,57,53,48,57,91,73,92,109,172,293
15761,11,24,33,51,77,92,100,155,221,281
7865,72,58,69,49,74,75,89,106,177,276
5739,21,57,61,58,82,71,101,138,184,272
6377,43,63,51,45,65,66,84,123,184,321
15111,23,69,76,61,94,72,84,116,172,278
19436,16,32,41,51,64,74,104,159,201,303
19449,17,43,44,153,80,85,87,125,150,261
16354,10,19,45,168,104,120,103,116,145,216
10350,82,45,87,51,73,66,69,82,142,348
19151,30,30,25,153,78,67,82,133,181,266
16821,37,62,81,159,67,70,79,98,140,252
3068,9,19,40,56,101,102,106,137,198,278
10773,18,20,35,44,57,69,100,127,210,365
17503,33,47,65,170,80,75,62,97,144,272
12746,24,46,61,143,67,57,54,77,140,376
5266,41,59,67,162,82,70,82,104,153,225
284,18,25,45,33,43,61,81,102,189,448
15719,2,10,34,46,73,89,110,167,197,319
16200,48,55,62,63,78,67,84,120,167,301
4675,30,56,58,42,81,91,108,116,169,294
7449,28,50,55,70,93,63,75,118,158,335
7613,8,17,48,45,82,109,112,137,190,298
5932,20,20,75,163,73,82,80,103,152,277
2050,15,25,53,51,71,57,80,133,237,323
16351,1,17,37,30,79,91,95,150,213,332
5304,19,33,56,47,68,92,93,127,186,324
12291,78,83,61,166,70,69,62,82,129,245
4076,30,72,58,162,86,73,76,92,140,256
18628,33,22,42,141,58,79,97,125,174,274
16209,23,40,56,168,101,84,79,94,141,259
13646,61,70,91,154,83,71,60,82,135,238
12960,70,71,76,39,97,74,71,109,165,273
14808,25,64,78,173,93,72,68,93,135,244
19445,38,37,56,163,64,86,65,94,151,291
5911,23,57,84,56,94,91,68,123,157,292
2691,5,22,51,156,83,82,102,101,179,265
15251,15,34,45,50,58,68,61,101,187,426
1673,13,37,32,38,49,83,84,133,204,372
9565,11,26,59,176,85,78,78,109,165,258
11651,35,36,51,56,51,62,101,136,198,319
14146,14,46,51,183,101,85,85,108,135,237
15610,2,45,70,150,80,60,85,116,166,272
16602,79,55,37,36,93,72,83,129,165,296
8945,9,36,64,165,66,94,98,96,159,259
17203,17,25,38,49,51,64,89,132,227,353
1962,39,69,63,168,70,82,62,103,133,256
1500,12,32,28,150,76,80,98,134,170,265
15200,36,32,46,47,75,50,63,95,191,410
7172,32,42,39,43,58,79,88,140,222,302
5600,3,15,34,38,69,97,99,119,231,341
3047,72,70,53,59,80,80,81,118,161,271
13067,10,58,52,59,76,88,85,143,179,296
8258,19,40,72,58,70,82,85,137,191,291
1757,23,50,58,58,106,84,82,104,173,307
5031,17,28,32,48,76,81,91,161,225,286
16797,1,14,43,59,81,92,97,120,200,338
1459,39,32,34,160,96,65,65,109,171,274
1369,13,27,53,172,73,63,67,110,165,302
1763,11,30,67,71,103,93,91,141,164,274
7612,58,71,55,52,84,75,84,108,182,276
774,13,38,63,160,83,85,97,95,143,268
3174,9,20,56,151,51,82,83,117,201,276
19676,20,29,38,34,54,47,72,122,184,445
7146,11,29,59,58,67,78,80,140,210,313
11347,43,91,78,164,75,74,59,90,139,232
5702,40,51,46,50,91,94,80,109,186,298
529,25,67,70,81,104,66,55,103,191,283
9809,15,24,29,152,72,81,103,121,180,268
8259,52,42,57,161,88,74,83,94,130,264
12254,26,28,47,45,65,89,94,140,197,314
2399,21,45,52,52,83,75,88,111,159,359
8329,12,37,63,62,92,92,114,118,172,283
640,26,49,50,43,81,74,95,121,178,328
18226,26,41,53,168,91,88,66,107,148,257
2679,64,47,68,53,86,88,73,102,171,293
15997,35,44,75,69,82,87,73,105,166,309
19435,14,24,50,172,92,86,72,111,160,264
18032,6,25,34,31,91,89,98,115,205,352
5325,30,38,60,52,83,83,87,123,164,325
9583,40,56,57,55,82,81,105,119,152,298
2615,84,78,39,157,83,70,65,92,140,237
3934,21,20,43,58,94,96,92,149,189,283
7666,5,27,51,40,81,111,119,147,178,287
13276,3,12,49,48,91,87,95,123,176,362
315,158,42,49,159,83,60,47,86,126,235
10563,19,50,58,47,112,90,86,150,172,261
17689,8,36,76,75,97,94,85,116,178,281
8986,21,42,58,57,85,74,100,107,187,314
4627,9,33,33,35,83,73,84,106,227,363
276,3,24,47,45,75,101,123,114,195,319
4292,35,29,43,59,96,85,90,130,195,283
14039,16,25,42,48,52,61,97,159,191,354
10310,119,7,33,22,35,61,86,137,189,357
6444,11,28,48,35,63,84,98,158,220,300
14056,16,46,56,52,75,77,78,104,182,359
3517,14,32,41,158,68,92,84,114,169,273
7269,33,50,76,53,96,89,83,140,174,251
15263,12,21,56,68,108,109,111,124,164,272
14397,14,33,48,47,60,89,107,146,184,317
13617,30,53,41,55,60,67,101,128,171,339
7047,16,66,72,149,105,81,82,91,136,247
4224,5,33,32,46,53,87,92,112,195,391
1603,25,35,35,54,73,90,88,143,185,317
3514,15,28,47,151,69,60,70,121,190,294
13179,8,21,51,58,85,58,75,100,195,395
10033,19,26,32,46,63,69,87,133,172,398
15638,67,38,61,44,45,58,69,114,218,331
19442,40,37,59,48,81,74,89,130,193,294
1769,12,18,48,41,54,68,82,110,186,426
7293,20,25,46,52,76,83,94,122,205,322
17840,3,11,49,50,104,71,101,114,207,336
8750,26,38,55,45,77,74,78,102,152,398
15551,6,8,42,42,85,113,105,137,189,320
16207,56,51,54,56,82,87,86,124,161,288
6019,7,32,34,22,45,71,79,118,190,448
17030,10,26,35,154,94,95,97,138,152,245
2772,4,30,66,61,68,93,106,146,187,285
13020,4,24,30,38,34,34,55,72,156,599
15187,43,38,46,172,67,70,62,107,152,288
9797,25,54,75,63,98,97,88,111,158,276
10296,32,64,64,51,90,78,79,114,185,288
13164,7,14,56,49,63,69,84,123,182,399
14244,50,58,85,51,62,74,73,126,180,286
8192,21,29,55,39,50,66,76,102,183,424
18277,2,15,26,162,77,101,117,128,167,251
859,13,25,50,150,75,73,96,134,166,263
13415,20,45,49,49,54,71,94,133,213,317
9380,9,12,31,53,63,78,107,133,231,329
18660,24,56,49,50,79,49,80,116,181,361
9228,12,54,45,51,80,97,106,120,189,291
10806,60,23,60,57,76,74,79,104,189,323
5093,22,37,34,49,66,81,92,138,196,330
12443,10,37,94,74,101,72,97,116,169,276
10331,34,61,44,39,64,73,109,115,190,316
9825,42,39,41,50,79,107,106,123,183,275
8595,13,40,50,54,89,87,105,122,181,304
3765,25,35,41,158,60,76,63,130,184,273
7381,74,67,62,159,64,70,63,110,138,238
4656,10,24,47,34,80,46,90,132,208,375
10875,6,17,30,49,67,62,94,117,186,418
8698,2,18,39,50,60,82,78,141,205,371
1364,9,32,40,52,81,107,111,145,184,285
17992,13,18,47,158,51,67,83,129,182,297
19896,17,29,46,156,76,97,83,112,172,257
10244,4,27,30,44,53,78,92,120,191,407
5014,17,33,59,150,85,96,71,124,150,260
136,28,33,36,143,51,55,96,128,196,279
3525,6,21,52,164,89,88,70,106,182,268
16535,10,13,28,36,57,72,102,125,218,385
989,6,26,60,44,83,63,92,107,181,384
1124,4,26,52,59,98,76,114,136,181,300
17360,34,38,56,46,73,102,87,127,172,310
14259,5,35,58,165,81,77,95,102,165,263
16392,10,33,27,145,51,57,77,98,204,344
7299,13,35,63,52,91,71,101,144,174,301
414,24,53,51,58,89,75,88,166,171,270
15922,8,36,62,163,97,91,85,128,150,226
8602,8,23,43,49,68,100,100,137,203,315
3712,18,48,62,33,81,99,73,142,176,313
3686,9,19,41,46,85,97,121,159,181,288
7576,42,59,58,160,75,78,81,117,127,248
3438,52,56,71,155,66,66,76,106,153,244
208,5,32,40,61,100,81,104,141,195,287
12551,131,55,57,34,70,47,59,116,163,313
8810,7,24,50,47,93,94,102,120,187,322
18076,23,41,53,171,72,91,87,110,152,245
4428,7,24,46,146,66,61,95,138,180,283
629,2,25,51,62,57,81,97,144,188,339
8483,32,66,97,64,103,69,57,110,157,290
11435,12,42,65,62,101,97,88,135,161,282
1466,111,79,70,148,77,59,53,81,127,240
7077,5,14,36,43,45,70,67,103,206,457
17207,42,54,55,161,92,78,83,102,139,239
9215,2,22,37,26,43,42,83,145,207,439
16190,18,33,38,54,102,93,100,133,184,290
6214,21,39,47,52,97,90,109,139,140,311
7329,4,15,33,49,71,80,116,164,210,304
10480,12,32,71,75,109,72,94,127,172,281
333,69,45,59,169,72,82,70,88,142,249
5289,32,52,63,153,57,69,67,114,157,281
2860,4,19,49,39,61,80,97,133,222,342
6660,19,71,60,56,83,83,90,132,178,273
17465,91,54,73,31,79,84,75,128,166,264
4966,28,59,56,65,83,82,105,137,163,267
1913,25,55,58,54,90,89,96,139,176,263
5744,54,57,65,45,70,66,88,137,176,287
13500,13,22,42,56,61,87,84,127,226,327
8327,57,37,55,63,84,57,61,148,168,315
16617,0,16,43,55,76,102,88,140,211,314
16124,2,11,38,53,67,111,102,169,195,298
1148,67,82,85,165,61,63,51,80,132,259
11900,27,47,71,27,72,71,92,131,187,320
754,7,23,39,49,72,83,110,152,187,324
19551,33,57,50,168,64,73,70,99,149,282
1691,60,58,36,147,66,54,71,98,161,294
9409,34,14,21,43,63,57,75,144,249,345
3598,0,31,47,32,84,98,121,152,186,294
10005,16,37,41,54,72,94,113,141,182,295
6889,8,33,52,155,54,66,67,129,187,295
3232,55,25,28,33,59,79,95,120,182,369
9470,39,58,63,57,74,88,77,112,195,282
16599,31,51,69,54,98,103,94,120,169,256
17584,3,19,29,31,58,78,79,112,203,434
6591,9,19,51,48,71,73,95,142,203,335
2464,14,63,79,168,80,74,80,88,143,256
17526,32,39,29,28,71,71,88,141,209,337
13120,49,44,60,34,76,72,81,135,176,318
1398,7,34,51,146,78,97,100,101,161,271
9929,58,64,59,54,87,78,89,107,166,283
2160,61,67,52,153,63,44,63,104,160,278
17001,16,40,46,55,89,70,106,150,184,289
1464,12,42,46,33,42,65,73,147,232,353
17177,18,43,42,159,68,80,78,110,160,287
15575,53,52,62,60,76,59,88,129,171,295
8749,11,20,56,54,78,75,77,125,169,380
240,23,37,43,136,53,60,79,81,159,374
1391,47,42,61,157,68,83,76,88,152,271
13473,8,20,41,164,65,62,75,139,188,284
6571,1,7,22,21,70,91,90,108,187,449
18864,45,48,65,70,80,65,90,125,175,282
5275,14,41,50,186,86,106,79,106,145,232
15911,43,55,63,180,104,55,70,98,131,246
8330,133,43,51,174,77,60,51,90,131,235
18502,10,31,39,67,81,79,83,149,204,303
310,10,30,45,51,83,55,93,141,185,353
8517,35,42,56,161,86,79,68,101,160,257
4499,42,57,64,65,85,64,89,131,163,285
16169,20,26,46,43,66,54,69,139,230,352
12251,19,32,71,51,83,86,91,103,178,331
2490,9,24,33,34,69,92,92,118,240,335
12188,17,34,56,175,86,83,93,101,150,250
17073,21,38,42,140,68,78,94,107,176,281
10217,37,59,73,171,101,80,69,78,138,239
3364,21,32,30,33,65,64,93,142,217,348
13640,32,57,60,51,91,88,86,122,163,295
15623,1,22,44,50,67,99,102,156,220,284
398,34,32,42,152,67,69,89,136,174,250
10219,59,73,68,64,79,90,74,112,150,276
11871,68,86,65,147,79,82,71,88,134,225
17407,60,72,48,41,79,67,75,118,161,324
16006,14,30,48,39,60,83,77,149,207,338
9411,2,11,28,43,94,92,103,168,205,300
920,47,77,50,161,64,64,77,108,159,238
16545,115,69,44,153,65,61,67,77,137,257
15818,56,67,54,55,87,64,86,130,176,270
1813,22,38,35,47,72,77,69,120,200,365
13692,31,48,40,53,76,75,86,146,186,304
7320,0,19,33,28,54,90,96,122,199,404
233,8,12,29,156,77,75,95,124,208,262
16492,22,23,50,56,85,97,102,151,190,269
2530,30,52,75,160,79,75,79,95,168,232
1069,52,63,72,155,78,62,69,100,144,250
11709,9,43,59,42,64,71,87,153,215,303
10414,14,31,46,39,65,67,106,142,207,328
5082,14,35,54,165,108,89,82,109,158,231
8077,28,39,52,61,84,92,90,136,181,282
10678,112,68,73,164,71,65,48,77,133,234
14941,3,30,45,41,66,69,78,118,204,392
3808,23,28,68,171,81,85,73,109,151,256
15938,3,3,17,27,57,62,64,112,228,474
12586,7,24,42,171,88,78,73,111,164,288
6970,16,39,52,56,89,70,111,123,182,307
6741,10,23,32,53,73,70,80,131,204,370
10754,6,29,60,53,92,109,100,114,193,290
359,88,59,72,38,72,59,57,98,197,305
9803,0,4,30,36,56,107,87,165,218,343
7207,24,38,29,165,77,70,98,112,156,276
10204,7,30,45,79,101,82,107,143,171,281
4759,6,20,53,39,68,75,86,127,218,354
15732,66,68,82,164,78,64,55,83,140,245
19142,158,34,48,148,56,49,69,72,133,278
15487,19,47,68,161,66,76,72,129,154,253
6604,25,39,64,178,92,85,73,89,159,241
17412,10,32,67,185,90,84,92,92,152,242
11687,46,68,50,51,85,82,71,114,144,334
5550,8,24,45,55,77,74,95,162,216,290
7931,8,13,45,46,62,71,101,117,169,414
7439,1,24,51,37,51,75,119,167,204,316
