uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
35815,1,26,50,36,54,56,88,144,215,375
35816,4,23,40,58,44,75,102,126,194,380
35817,29,50,82,67,66,78,114,87,166,306
35818,4,62,70,53,65,72,100,92,168,360
35819,28,178,69,50,66,52,61,56,140,345
35820,1,27,48,52,48,48,100,129,224,368
35821,33,55,56,51,54,58,98,88,176,376
35822,3,40,53,76,56,85,121,114,169,329
35823,0,19,57,47,47,66,106,107,208,388
35824,1,16,35,64,83,98,97,109,173,369
35825,3,29,32,40,56,72,103,120,213,378
35826,0,27,42,43,66,47,72,93,203,452
35827,3,12,45,76,51,97,116,123,173,350
35828,0,12,31,26,44,64,134,130,231,373
35829,2,35,41,44,58,69,107,128,199,363
35830,123,145,54,41,47,41,39,64,124,367
35831,0,23,67,74,76,92,127,103,177,306
35832,8,57,57,81,73,95,98,93,174,310
35833,80,26,36,50,70,67,100,93,174,349
35834,1,38,71,64,72,78,99,109,175,338
35835,14,46,54,30,31,38,84,107,221,420
35836,6,23,26,60,33,48,56,100,228,466
35837,0,14,35,46,55,90,122,130,219,334
35838,644,118,27,29,39,24,44,33,41,46
35839,117,119,36,46,87,73,91,74,137,265
35840,10,79,68,69,76,78,92,91,168,315
35841,4,21,44,47,54,81,109,113,195,378
35842,0,7,21,53,61,54,86,90,191,483
35843,23,58,62,47,48,89,107,113,173,325
35844,12,36,60,81,90,100,109,85,148,324
35845,4,48,68,67,84,83,79,104,185,324
35846,6,25,49,53,76,77,90,94,153,423
35847,22,72,67,46,46,73,93,108,187,331
35848,0,19,53,45,57,58,136,118,206,353
35849,842,122,2,4,7,5,11,6,23,24
35850,125,52,69,47,57,50,79,78,159,329
35851,51,82,81,47,61,51,62,78,158,374
35852,2,46,47,54,81,86,91,88,177,374
35853,2,27,42,33,63,51,60,96,205,467
35854,10,73,56,56,46,56,91,77,162,419
35855,25,168,79,61,40,44,83,96,152,297
35856,4,31,58,73,78,96,103,104,193,306
35857,1,28,45,46,72,78,96,108,193,378
35858,131,12,42,48,64,74,89,93,161,331
35859,13,167,71,49,90,64,74,78,144,295
35860,1,30,38,41,67,77,89,109,173,420
35861,841,113,8,5,13,5,11,9,23,20
35862,651,125,20,26,48,31,22,27,45,50
35863,2,57,58,70,87,91,109,99,169,304
35864,16,65,67,67,64,52,77,85,156,396
35865,643,124,22,33,30,30,41,41,41,40
35866,6,19,25,33,51,78,108,140,201,385
35867,9,46,79,77,91,70,92,94,175,313
35868,3,26,25,62,79,95,108,118,204,326
35869,0,13,56,62,97,101,108,93,175,340
35870,5,51,73,70,70,64,81,88,171,373
35871,28,200,78,62,54,48,77,75,134,289
35872,27,167,75,57,62,50,80,86,135,306
35873,20,39,85,66,74,72,88,96,171,334
35874,12,54,37,63,81,81,103,98,166,350
35875,0,40,75,73,92,66,102,102,165,330
35876,1,6,30,47,64,69,97,101,192,439
35877,3,32,51,36,96,106,150,102,150,320
35878,3,10,16,36,36,68,120,115,207,436
35879,0,18,40,48,70,83,109,105,212,360
35880,19,84,109,65,60,66,97,76,151,318
35881,10,170,47,64,61,54,86,104,156,294
35882,10,17,44,41,60,52,100,100,207,415
35883,7,38,50,48,94,85,124,108,172,320
35884,2,15,53,63,70,87,123,123,189,321
35885,2,27,80,48,67,62,81,94,193,392
35886,14,162,50,60,48,33,70,119,150,339
35887,0,16,31,36,51,76,117,129,207,382
35888,647,25,29,33,31,44,44,42,57,93
35889,8,33,50,49,71,72,118,137,195,313
35890,118,10,34,41,27,45,71,95,186,419
35891,0,134,53,66,99,87,84,78,162,282
35892,0,5,57,59,71,73,115,145,198,323
35893,6,16,33,61,51,73,101,130,218,357
35894,3,120,34,54,86,66,117,120,172,274
35895,27,67,66,63,92,77,87,79,170,317
35896,0,25,41,49,51,48,70,126,230,405
35897,0,7,27,47,95,66,88,90,193,433
35898,84,20,9,17,36,41,70,112,227,430
35899,12,45,73,70,64,92,90,90,167,342
35900,219,54,47,59,44,44,78,66,123,311
35901,125,34,52,66,54,67,85,84,156,322
35902,14,51,86,58,62,60,94,110,172,338
35903,5,44,45,73,83,99,119,92,170,316
35904,10,46,56,108,87,70,108,86,157,318
35905,3,40,91,62,84,81,115,98,159,313
35906,28,188,88,59,63,44,77,70,149,279
35907,17,27,73,62,47,60,103,82,132,442
35908,35,62,48,36,57,69,114,124,187,313
35909,0,118,33,57,55,65,94,135,183,305
35910,0,7,46,74,57,82,119,135,198,328
35911,0,9,58,80,80,81,98,102,192,346
35912,0,26,74,63,79,78,96,97,189,343
35913,21,198,85,45,54,44,83,72,138,305
35914,0,8,30,43,77,80,118,131,229,330
35915,5,30,59,46,69,70,114,114,212,327
35916,121,157,40,44,49,65,69,77,136,287
35917,11,62,79,54,58,63,86,101,177,354
35918,4,39,85,72,76,58,104,98,189,321
35919,0,6,25,29,25,74,117,133,224,413
35920,2,9,42,59,76,97,129,122,180,331
35921,2,14,33,48,61,75,106,136,200,371
35922,2,22,45,52,86,78,57,101,160,443
35923,4,18,49,57,64,66,132,125,188,343
35924,3,31,56,43,43,59,68,67,196,480
35925,15,66,47,34,61,39,72,105,201,405
35926,4,38,28,35,32,60,104,105,216,424
35927,0,21,52,63,74,90,121,126,171,327
35928,4,149,70,72,61,53,97,86,161,293
35929,2,31,73,89,97,75,120,87,171,301
35930,0,26,25,64,79,67,102,128,207,347
35931,1,27,43,35,46,61,115,130,236,351
35932,1,38,63,47,67,70,99,91,203,366
35933,3,45,76,57,75,69,97,106,160,358
35934,24,56,24,29,74,66,106,116,175,375
35935,7,41,71,78,66,53,97,80,199,354
35936,0,134,64,70,74,73,87,93,173,277
35937,4,21,38,48,91,93,118,121,169,343
35938,3,29,78,88,72,79,98,115,166,318
35939,9,70,85,58,76,83,110,95,149,311
35940,1,40,77,64,60,60,89,102,197,355
35941,2,34,39,90,64,80,121,98,197,321
35942,9,44,30,34,63,52,89,108,224,393
35943,0,15,30,54,76,63,73,116,187,431
35944,6,43,64,53,54,66,102,113,190,355
35945,2,13,21,45,57,65,87,126,211,419
35946,20,63,57,72,72,77,98,94,164,328
35947,16,38,80,75,79,71,100,94,173,319
35948,4,62,91,71,76,66,118,105,154,299
35949,1,24,38,32,43,57,96,113,217,424
35950,8,28,51,57,70,74,126,108,190,334
35951,0,132,44,32,44,55,105,88,188,357
35952,14,5,19,35,41,76,110,133,184,429
35953,0,18,34,60,71,80,133,120,172,357
35954,13,41,28,42,35,39,80,105,209,453
35955,4,57,72,86,73,49,91,93,187,334
35956,25,62,47,68,75,72,91,90,155,360
35957,76,135,52,37,64,47,87,101,174,272
35958,6,158,52,49,48,61,93,118,171,290
35959,0,2,10,39,66,101,136,133,222,337
35960,11,55,91,58,64,73,96,90,167,340
35961,10,51,71,50,56,61,99,95,194,359
35962,21,224,79,44,60,46,68,62,146,295
35963,643,124,28,38,42,22,26,24,47,51
35964,19,23,39,67,90,65,75,111,190,366
35965,128,28,49,45,77,65,97,76,172,308
35966,3,15,36,52,116,117,103,115,177,312
35967,3,27,45,67,72,89,116,104,192,331
35968,0,16,43,50,64,76,81,122,222,371
35969,12,30,57,60,76,73,133,103,183,318
35970,0,8,51,55,68,73,122,114,212,343
35971,23,60,20,26,48,51,75,126,187,429
35972,4,120,24,42,59,50,105,118,186,338
35973,1,20,49,67,81,77,114,107,184,345
35974,2,9,40,43,42,55,71,81,187,517
35975,4,23,32,55,69,95,109,101,184,374
35976,1,41,43,59,60,90,109,105,192,345
35977,3,19,31,46,46,64,101,136,232,368
35978,8,61,88,84,50,62,116,100,163,314
35979,1,26,31,36,37,73,126,142,226,347
35980,5,19,33,29,43,64,120,159,220,354
35981,838,113,5,8,18,8,10,15,21,13
35982,2,50,64,42,52,86,97,90,175,388
35983,1,33,76,76,65,79,102,110,182,321
35984,50,85,78,72,59,63,83,88,157,310
35985,1,13,29,59,83,79,127,131,179,344
35986,4,36,44,60,53,89,127,122,190,321
35987,10,28,42,46,46,82,116,114,209,353
35988,41,54,73,61,61,68,105,90,172,320
35989,0,7,27,34,52,85,89,122,220,410
35990,14,68,68,62,40,68,111,96,162,356
35991,119,15,48,55,57,65,86,68,163,369
35992,3,41,66,41,53,91,106,122,189,334
35993,1,0,22,38,52,78,165,142,196,351
35994,9,40,49,45,73,78,112,114,188,338
35995,6,45,75,82,86,70,113,93,155,321
35996,27,27,55,47,70,75,90,89,157,408
35997,6,30,41,53,58,55,93,103,183,424
35998,2,15,40,60,69,92,138,104,203,323
35999,2,124,52,76,81,74,86,113,155,283
36000,0,12,54,52,96,80,129,121,198,303
36001,37,69,57,66,81,65,101,88,151,330
36002,38,174,64,56,53,67,85,77,137,294
36003,0,4,7,48,79,117,142,140,167,343
36004,20,66,98,77,64,67,94,75,174,310
36005,0,19,50,47,72,77,125,132,188,335
36006,1,7,36,42,68,85,140,131,196,340
36007,12,49,47,42,59,73,106,112,197,348
36008,0,27,36,37,70,64,128,143,190,350
36009,4,22,46,60,69,68,99,133,199,346
36010,7,30,51,51,84,82,110,132,191,308
36011,5,62,46,40,58,68,89,98,145,435
36012,0,21,28,58,61,68,101,113,202,393
36013,3,31,69,48,75,57,95,90,202,376
36014,1,37,75,61,66,74,118,101,195,317
36015,19,85,64,56,51,60,89,95,165,361
36016,5,21,33,53,77,84,119,115,201,338
36017,11,149,81,76,63,66,111,75,143,270
36018,2,13,16,60,92,74,96,120,208,365
36019,1,16,26,29,62,70,90,117,247,387
36020,5,45,55,61,82,64,99,114,198,323
36021,842,114,4,8,13,4,12,14,23,13
36022,19,40,82,63,67,79,108,91,182,314
36023,16,153,73,56,44,55,110,88,145,305
36024,3,7,37,57,61,74,134,133,193,348
36025,1,51,67,57,62,81,84,102,164,376
36026,1,21,55,55,43,77,125,129,196,343
36027,115,23,65,77,66,72,93,75,147,312
36028,9,64,83,86,75,70,94,83,157,325
36029,0,16,26,36,58,79,92,112,177,449
36030,1,38,68,66,74,101,123,108,153,313
36031,9,36,68,82,104,83,118,85,158,303
36032,2,15,32,41,38,50,67,105,235,461
36033,146,73,64,64,66,48,73,69,131,311
36034,18,123,40,43,70,60,84,91,189,327
36035,0,116,36,57,79,73,106,105,179,294
36036,78,152,77,52,70,56,84,86,136,254
36037,2,15,32,59,64,91,125,130,204,324
36038,9,155,84,58,62,73,84,63,166,292
36039,0,31,52,36,63,75,99,137,194,358
36040,1,2,28,39,65,86,123,104,217,380
36041,4,32,105,92,70,71,109,87,170,306
36042,7,34,55,78,67,82,105,96,167,355
36043,5,53,72,70,79,73,102,80,161,351
36044,842,116,2,4,5,3,12,13,34,14
36045,91,165,51,61,81,57,75,63,134,267
36046,4,163,65,49,56,61,93,94,153,308
36047,643,7,22,44,42,57,54,50,54,73
36048,10,165,66,60,68,58,90,90,147,292
36049,1,7,42,73,82,89,114,115,191,332
36050,15,34,68,61,76,57,105,116,195,318
36051,1,32,48,66,88,82,108,112,187,321
36052,2,16,17,48,107,107,141,122,186,300
36053,7,42,56,60,84,77,122,98,161,339
36054,2,30,67,84,99,71,116,93,174,310
36055,3,31,69,71,74,73,118,113,186,308
36056,5,18,41,40,50,60,73,93,193,473
36057,3,6,29,43,65,75,106,106,191,423
36058,6,36,40,77,80,94,108,107,193,305
36059,121,21,43,68,53,69,105,89,167,309
36060,14,72,54,55,75,68,91,97,194,325
36061,660,39,22,20,35,41,39,43,46,100
36062,0,17,29,55,57,93,122,110,204,358
36063,1,8,29,53,72,102,127,142,212,300
36064,117,64,60,45,71,62,90,68,164,304
36065,17,52,65,49,54,54,74,89,186,405
36066,2,21,55,88,85,90,119,100,173,313
36067,1,34,44,72,81,84,113,99,171,346
36068,3,19,24,51,62,111,116,116,191,353
36069,4,27,37,79,94,92,127,98,164,324
36070,32,70,82,69,67,63,105,83,161,313
36071,45,68,78,58,66,58,101,96,153,322
36072,0,36,80,110,79,80,104,89,156,311
36073,23,165,51,52,68,55,76,67,158,330
36074,3,23,36,40,72,55,105,109,210,393
36075,7,33,35,62,92,74,107,107,189,340
36076,8,56,66,56,53,66,94,117,186,344
36077,29,72,67,69,74,60,94,98,157,325
36078,0,35,60,52,67,78,116,105,193,339
36079,7,35,63,70,67,79,106,107,170,342
36080,11,31,64,68,77,84,112,82,173,343
36081,2,15,46,44,71,92,126,135,192,323
36082,1,8,26,49,43,80,83,126,211,419
36083,1,15,49,63,71,90,108,99,188,361
36084,28,50,38,40,52,69,89,99,201,379
36085,1,11,50,80,68,86,141,104,193,311
36086,15,62,69,66,67,79,112,85,172,318
36087,6,46,58,74,64,69,101,96,187,345
36088,4,46,100,66,87,73,104,90,168,308
36089,16,50,57,61,58,50,81,77,214,381
36090,3,29,45,71,70,83,123,116,167,339
36091,8,55,36,32,50,48,70,101,199,447
36092,10,41,72,70,80,92,113,87,159,322
36093,16,39,76,82,61,85,109,95,155,327
36094,10,22,41,60,68,71,108,142,194,330
36095,0,28,43,38,37,49,70,104,238,438
36096,192,130,39,41,55,55,74,79,127,253
36097,18,26,50,53,63,95,101,107,148,384
36098,9,149,65,46,81,71,85,103,153,284
36099,842,112,1,1,3,3,15,10,25,34
36100,39,70,50,59,70,80,114,89,167,307
36101,5,28,61,80,101,94,93,110,167,307
36102,21,84,82,59,65,47,90,79,172,346
36103,1,23,51,59,84,77,120,116,178,336
36104,0,7,17,46,70,83,114,109,174,426
36105,2,17,37,44,79,89,110,120,197,351
36106,6,60,66,70,65,88,113,95,176,307
36107,23,92,57,44,41,48,67,77,147,449
36108,3,33,75,87,71,64,107,100,162,344
36109,0,20,57,64,96,89,117,104,175,323
36110,0,20,27,38,70,86,144,148,198,314
36111,841,113,4,3,4,7,20,14,22,19
36112,6,51,82,75,45,67,85,116,169,350
36113,78,42,75,61,50,52,77,87,160,363
36114,3,37,91,105,69,78,102,92,152,317
36115,4,19,38,40,74,68,93,84,205,421
36116,53,181,64,50,70,49,75,73,133,297
36117,49,55,70,41,53,70,107,109,173,318
36118,6,31,39,46,60,48,100,124,167,425
36119,115,9,49,59,60,78,103,89,174,310
36120,1,20,57,85,99,92,90,114,171,316
36121,22,71,51,58,64,85,105,95,158,336
36122,4,55,64,54,48,61,98,102,166,394
36123,25,44,57,58,55,57,97,101,203,348
36124,15,48,73,58,47,65,94,76,181,388
36125,11,29,52,82,77,82,99,101,171,341
36126,847,115,1,4,7,8,10,10,25,22
36127,1,21,31,31,52,95,139,138,196,341
36128,3,15,33,51,58,75,140,124,175,372
36129,3,16,49,81,122,91,124,109,157,294
36130,2,18,54,68,75,68,116,121,187,337
36131,9,29,38,52,39,63,103,148,197,368
36132,651,33,49,36,39,37,41,26,40,93
36133,13,41,60,62,104,85,91,89,172,328
36134,16,38,43,56,75,58,93,100,162,404
36135,12,53,82,67,75,71,108,92,172,313
36136,147,166,58,57,58,53,63,67,118,258
36137,6,57,51,64,82,78,115,107,158,328
36138,1,29,35,82,91,59,90,81,162,415
36139,0,6,23,39,69,105,121,139,204,340
36140,8,51,83,79,79,69,96,86,177,318
36141,842,116,3,4,19,6,9,12,23,12
36142,4,10,34,47,62,106,122,129,207,326
36143,1,7,21,44,55,89,118,129,226,356
36144,3,21,48,84,73,74,111,95,172,365
36145,2,30,39,41,47,86,144,142,196,319
36146,11,23,26,55,65,88,112,140,186,339
36147,1,19,49,77,79,89,133,103,181,314
36148,0,15,61,78,74,97,106,107,190,317
36149,1,15,40,47,85,109,139,117,179,313
36150,14,97,83,75,75,59,97,83,143,319
36151,0,20,43,48,64,91,135,134,201,309
36152,851,113,2,2,5,7,15,13,21,17
36153,3,128,71,72,63,65,101,95,161,287
36154,759,9,19,29,35,28,33,20,43,71
36155,5,27,36,57,76,100,132,125,174,314
36156,76,7,19,49,76,89,126,113,195,296
36157,18,60,91,63,89,76,100,87,148,313
36158,28,100,60,41,73,82,92,68,161,340
36159,99,147,53,42,59,62,77,80,153,273
36160,64,108,71,62,71,52,77,72,135,333
36161,1,27,75,63,89,88,100,98,162,342
36162,0,14,51,94,102,94,121,97,158,314
36163,842,121,4,4,20,2,8,10,21,16
36164,0,12,41,35,87,102,126,137,183,322
36165,0,23,43,45,48,62,88,122,208,406
36166,0,5,21,56,56,63,98,121,222,404
36167,6,22,63,68,74,76,126,109,179,323
36168,63,65,59,50,74,58,88,91,162,335
36169,0,11,36,56,58,71,117,122,183,391
36170,3,32,55,40,80,65,75,94,187,415
36171,153,217,83,40,46,25,59,47,111,264
36172,40,85,78,75,63,54,95,83,147,325
36173,17,51,56,68,63,79,101,96,165,349
36174,3,62,70,57,67,59,85,108,189,346
36175,6,45,40,42,53,67,136,123,185,349
36176,3,14,54,44,35,36,64,99,184,513
36177,1,9,35,63,73,98,100,128,192,347
36178,8,34,64,77,78,81,96,88,154,366
36179,33,88,57,72,44,75,86,92,151,347
36180,77,21,67,59,98,95,92,90,133,313
36181,74,62,61,60,79,56,106,84,158,305
36182,6,30,69,59,54,59,117,125,195,332
36183,92,18,32,43,55,93,99,105,184,324
36184,6,27,47,69,88,87,102,87,180,353
36185,31,27,45,47,62,64,99,94,196,380
36186,645,10,19,38,46,48,54,42,71,73
36187,4,7,34,52,59,102,121,113,192,363
36188,5,66,57,58,72,69,90,81,152,396
36189,11,29,48,57,82,77,126,117,171,327
36190,13,102,101,61,53,69,94,85,150,317
36191,4,15,31,54,60,71,113,113,213,372
36192,78,16,40,33,72,63,83,111,184,365
36193,2,16,35,52,71,92,121,119,200,338
36194,5,15,44,70,61,76,63,85,180,447
36195,10,8,35,45,62,71,139,146,202,329
36196,8,29,36,65,77,102,131,114,168,316
36197,4,14,27,76,67,85,119,92,185,377
36198,79,15,45,37,58,72,80,95,191,373
36199,8,41,63,53,55,58,99,123,192,354
36200,3,19,59,49,80,102,106,109,193,326
36201,0,3,30,47,71,100,122,118,195,360
36202,8,40,61,66,86,67,83,95,193,347
36203,0,20,29,43,57,72,122,149,223,330
36204,10,56,85,91,88,76,97,87,154,302
36205,9,18,54,49,49,78,117,150,199,323
36206,6,44,49,50,76,80,102,112,174,353
36207,1,16,47,46,95,95,124,122,184,315
36208,130,22,42,63,58,68,84,97,167,314
36209,8,52,72,57,51,80,106,99,171,350
36210,9,54,90,66,80,74,106,91,160,316
36211,10,43,82,74,79,78,102,103,163,312
36212,44,87,56,44,43,49,86,89,172,375
36213,2,42,59,73,86,87,110,106,169,312
36214,12,148,53,62,68,42,98,103,169,290
36215,1,19,47,68,82,74,106,112,176,360
36216,89,82,49,37,58,59,87,84,151,349
36217,77,45,51,48,50,62,93,88,179,352
36218,646,140,29,34,42,27,21,19,43,44
36219,3,34,40,52,70,95,102,137,177,336
36220,0,2,14,33,64,75,117,151,170,419
36221,0,7,62,75,63,59,90,110,179,401
36222,53,61,75,85,57,66,92,78,163,315
36223,0,18,51,50,65,71,121,150,202,317
36224,1,21,47,40,46,73,107,131,219,360
36225,3,34,57,55,54,50,82,111,228,372
36226,0,5,23,38,48,56,121,141,235,379
36227,18,51,82,82,82,59,104,85,156,326
36228,0,4,23,42,90,97,109,125,219,337
36229,9,40,46,58,74,64,90,106,188,371
36230,21,50,57,56,52,61,110,95,196,347
36231,1,3,20,44,52,90,144,151,220,321
36232,16,143,75,67,63,71,81,82,150,297
36233,117,15,23,34,42,58,87,106,174,389
36234,40,87,75,50,44,66,105,95,152,331
36235,7,26,52,55,52,79,115,118,185,357
36236,0,80,86,78,85,55,96,90,151,324
36237,5,34,53,53,93,74,135,97,177,325
36238,6,169,60,48,77,75,79,86,139,307
36239,4,42,53,69,57,75,92,110,168,376
36240,73,88,72,75,53,43,85,70,150,336
36241,24,103,69,69,59,70,90,85,147,329
36242,28,63,75,62,70,58,100,109,166,314
36243,24,170,57,55,55,46,80,91,151,316
36244,3,22,29,49,83,114,123,108,159,356
36245,0,27,24,36,47,87,114,122,215,373
36246,3,24,48,45,80,92,100,125,196,333
36247,1,10,35,55,70,85,137,144,201,308
36248,2,127,40,59,43,78,87,100,183,327
36249,0,20,52,58,64,78,146,119,179,329
36250,2,15,30,50,89,88,118,119,209,326
36251,56,53,62,69,68,73,100,89,147,328
36252,2,13,21,40,75,75,141,154,189,336
36253,37,201,47,35,72,70,77,64,147,295
36254,1,25,61,75,87,85,105,108,163,335
36255,9,162,76,74,84,41,87,84,135,294
36256,0,2,22,32,71,112,142,148,215,301
36257,0,3,35,51,70,89,106,133,231,328
36258,2,12,40,40,73,80,128,121,177,373
36259,0,35,50,40,46,94,131,113,197,339
36260,1,30,65,85,88,92,107,81,170,326
36261,5,14,36,55,60,75,107,107,169,418
36262,3,44,39,58,59,71,93,93,198,388
36263,8,89,79,64,99,76,87,83,147,314
36264,7,43,46,47,80,71,81,80,194,397
36265,1,15,37,55,68,45,76,119,213,416
36266,0,125,67,59,84,81,94,95,156,284
36267,21,135,40,50,78,67,86,96,159,313
36268,10,48,75,99,81,80,96,88,152,317
36269,0,16,71,101,81,91,107,107,156,315
36270,2,42,53,50,76,64,110,106,188,355
36271,10,54,63,87,63,66,96,108,189,310
36272,1,16,47,57,77,100,129,101,185,332
36273,0,10,51,58,66,69,106,120,166,400
36274,21,27,63,50,65,93,110,84,178,354
36275,0,5,34,52,73,94,114,130,176,368
36276,17,76,55,58,67,82,107,88,163,332
36277,10,173,69,65,82,62,78,69,142,296
36278,644,122,36,37,43,18,25,20,46,54
36279,0,15,26,43,75,96,113,142,203,332
36280,15,136,46,72,95,82,95,85,147,272
36281,650,148,34,21,28,24,24,23,40,53
36282,80,13,35,53,54,48,78,87,183,414
36283,15,31,57,59,55,51,85,98,197,397
36284,6,166,89,72,62,63,83,82,143,280
36285,0,16,43,50,83,79,125,115,161,373
36286,1,39,69,55,63,56,68,86,194,414
36287,19,49,66,67,70,70,112,100,184,308
36288,0,46,82,87,78,84,102,80,155,331
36289,42,70,75,58,58,59,104,95,174,310
36290,10,18,58,51,103,79,96,130,185,316
36291,6,37,60,73,89,87,98,91,172,333
36292,5,15,24,49,105,121,129,108,166,324
36293,8,48,76,67,95,86,102,80,154,330
36294,16,19,23,44,52,63,89,130,231,378
36295,2,24,56,72,93,73,116,91,177,342
36296,1,23,32,50,40,48,64,101,213,473
36297,0,22,50,77,95,96,108,89,178,330
36298,0,20,51,60,98,100,125,105,179,307
36299,47,193,58,50,71,45,58,76,137,310
36300,1,38,82,79,87,68,106,99,169,316
36301,0,2,24,65,89,80,107,108,214,356
36302,2,11,51,58,62,72,97,137,218,338
36303,10,169,80,71,77,41,78,85,155,280
36304,1,33,48,48,64,73,96,116,206,360
36305,643,14,27,43,46,41,49,46,60,76
36306,7,129,56,58,45,71,96,109,163,312
36307,2,14,32,50,64,91,128,141,205,319
36308,78,32,60,69,59,45,90,92,165,355
36309,10,19,40,59,109,79,105,114,171,340
36310,0,19,50,40,43,47,84,108,211,443
36311,645,26,28,23,32,34,69,50,61,77
36312,3,49,42,50,37,76,99,132,181,377
36313,0,9,46,41,61,96,139,151,180,323
36314,24,53,59,72,79,75,115,93,154,321
36315,1,16,61,80,79,101,109,114,163,321
36316,15,16,55,53,92,84,105,94,193,338
36317,0,32,52,62,70,70,87,102,179,391
36318,3,13,17,23,35,79,73,124,190,489
36319,18,34,67,44,84,82,124,97,175,320
36320,841,114,3,6,6,5,6,7,29,30
36321,9,33,55,77,71,88,111,81,162,359
36322,149,62,65,59,59,61,78,73,138,301
36323,12,38,57,44,82,93,110,101,177,331
36324,22,86,71,63,77,74,72,88,161,331
36325,1,4,26,54,63,58,86,115,201,438
36326,1,24,51,74,86,69,115,121,173,331
36327,3,20,54,77,101,95,108,79,175,334
36328,35,55,97,71,78,73,97,77,151,311
36329,841,113,1,2,5,4,13,8,29,29
36330,1,20,45,46,60,101,132,142,196,302
36331,3,29,47,50,63,36,82,103,227,406
36332,25,82,74,71,72,59,89,86,169,318
36333,12,88,73,74,75,68,99,83,151,322
36334,1,13,36,37,39,55,94,92,203,475
36335,14,181,95,58,73,54,85,74,137,274
36336,841,114,5,6,7,9,11,6,23,27
36337,6,62,40,49,79,90,110,99,194,317
36338,1,16,29,47,92,62,120,116,210,352
36339,5,38,49,69,68,71,129,123,175,319
36340,13,38,52,63,57,58,76,91,203,394
36341,11,29,40,25,35,48,74,87,186,510
36342,3,44,76,63,82,82,96,107,176,317
36343,3,66,71,69,63,89,97,92,169,327
36344,644,18,22,54,54,42,47,28,56,80
36345,843,115,1,2,8,3,11,11,28,24
36346,44,105,62,62,79,69,86,82,142,314
36347,2,4,20,46,47,57,88,110,209,464
36348,16,41,22,33,51,83,119,128,192,360
36349,24,26,33,32,49,59,108,107,201,406
36350,23,148,62,56,69,56,78,96,145,312
36351,838,114,5,10,18,7,10,13,21,13
36352,10,49,70,62,56,66,101,107,201,324
36353,12,53,84,72,83,73,97,66,144,361
36354,20,24,55,48,50,75,88,111,172,402
36355,19,41,52,46,58,67,98,99,173,392
36356,5,38,66,49,52,62,89,101,210,374
36357,1,5,30,59,73,89,122,140,204,323
36358,9,46,45,51,67,92,108,105,179,344
36359,8,63,52,47,33,56,97,107,198,385
36360,7,47,85,68,66,78,91,85,150,369
36361,57,114,84,70,64,48,77,65,142,324
36362,13,80,76,41,73,70,95,95,166,336
36363,5,143,88,82,74,58,85,80,152,279
36364,4,45,42,59,75,74,109,115,182,341
36365,1,9,26,27,66,61,81,114,227,434
36366,0,126,46,65,70,87,123,112,148,268
36367,5,48,56,47,59,87,116,109,159,360
36368,0,12,56,50,61,50,73,89,198,456
36369,3,24,68,80,88,87,120,102,154,320
36370,0,7,56,89,115,91,113,102,179,294
36371,264,40,49,42,62,49,67,61,128,283
36372,4,28,67,90,59,70,88,101,197,342
36373,12,14,23,45,68,92,130,105,176,380
36374,1,17,25,39,46,43,90,110,229,445
36375,8,18,31,59,50,76,103,100,201,400
36376,3,44,57,52,54,64,89,96,199,388
36377,0,10,39,57,54,63,66,106,222,429
36378,2,37,81,87,68,72,106,96,170,327
36379,17,34,63,67,67,83,94,104,174,342
36380,16,63,76,72,65,70,102,97,149,335
36381,64,113,79,54,57,63,75,62,139,339
36382,14,36,67,93,91,71,93,84,169,327
36383,1,22,41,60,53,66,97,119,205,381
36384,1,4,21,49,64,91,126,143,216,331
36385,0,6,36,34,50,65,99,97,236,423
36386,21,47,68,60,67,68,109,97,173,335
36387,116,77,49,59,61,58,79,64,155,327
36388,13,26,38,65,67,72,100,136,181,347
36389,4,51,88,60,71,66,86,94,160,366
36390,0,22,51,77,98,101,121,101,159,315
36391,1,4,18,35,56,85,97,149,208,393
36392,10,35,44,50,67,86,105,97,194,358
36393,3,15,24,39,69,85,92,114,202,403
36394,1,17,57,68,74,74,107,104,185,358
36395,115,5,32,34,51,46,69,89,223,382
36396,4,39,76,55,77,78,100,102,180,335
36397,0,17,43,34,41,54,95,137,213,411
36398,4,39,47,51,76,71,94,109,187,368
36399,15,41,58,62,66,70,106,105,188,334
36400,2,30,42,64,69,76,96,99,189,379
36401,0,27,47,52,39,44,75,98,218,445
36402,55,176,56,65,65,60,71,72,136,289
36403,5,33,64,46,80,64,88,94,173,399
36404,1,24,59,94,101,87,112,116,163,288
36405,4,129,53,59,60,86,117,94,156,288
36406,0,11,29,44,49,57,109,119,236,391
36407,5,54,82,62,76,83,97,84,171,332
36408,0,8,35,27,46,95,92,99,244,400
36409,2,32,40,61,84,87,137,119,175,309
36410,1,23,64,64,78,71,76,94,214,360
36411,11,73,75,67,77,84,103,100,136,319
36412,1,7,40,68,60,78,99,98,217,378
36413,1,44,64,65,71,67,114,105,166,348
36414,8,171,69,56,71,57,86,86,154,288
36415,0,9,45,46,46,74,106,130,218,372
36416,0,16,52,58,71,72,126,110,195,345
36417,1,3,21,49,79,110,112,129,191,351
36418,79,42,31,66,54,64,107,111,175,316
36419,125,35,39,51,55,68,96,103,169,304
36420,2,36,33,32,40,46,56,93,204,504
36421,17,64,81,60,83,70,105,95,160,310
