uid,n_null,discret_null
30089,46,46
30090,179,179
30091,40,40
30092,34,34
30093,58,58
30094,31,31
30095,64,64
30096,34,34
30097,63,63
30098,296,296
30099,59,59
30100,180,180
30101,166,166
30102,66,66
30103,34,34
30104,40,40
30105,37,37
30106,28,28
30107,171,171
30108,41,41
30109,54,54
30110,43,43
30111,30,30
30112,39,39
30113,21,21
30114,64,64
30115,45,45
30116,63,63
30117,41,41
30118,53,53
30119,44,44
30120,42,42
30121,68,68
30122,73,73
30123,32,32
30124,65,65
30125,163,163
30126,73,73
30127,60,60
30128,64,64
30129,60,60
30130,41,41
30131,236,236
30132,45,45
30133,182,182
30134,44,44
30135,255,255
30136,35,35
30137,17,17
30138,61,61
30139,62,62
30140,49,49
30141,43,43
30142,161,161
30143,56,56
30144,58,58
30145,54,54
30146,700,700
30147,41,41
30148,41,41
30149,711,711
30150,41,41
30151,47,47
30152,26,26
30153,63,63
30154,62,62
30155,174,174
30156,28,28
30157,39,39
30158,56,56
30159,34,34
30160,164,164
30161,56,56
30162,39,39
30163,41,41
30164,43,43
30165,67,67
30166,64,64
30167,1026,1026
30168,52,52
30169,56,56
30170,57,57
30171,43,43
30172,42,42
30173,175,175
30174,56,56
30175,44,44
30176,43,43
30177,49,49
30178,52,52
30179,74,74
30180,46,46
30181,45,45
30182,157,157
30183,49,49
30184,56,56
30185,50,50
30186,32,32
30187,197,197
30188,173,173
30189,166,166
30190,162,162
30191,59,59
30192,174,174
30193,52,52
30194,141,141
30195,32,32
30196,1102,1102
30197,66,66
30198,67,67
30199,44,44
30200,173,173
30201,189,189
30202,51,51
30203,47,47
30204,56,56
30205,32,32
30206,24,24
30207,45,45
30208,158,158
30209,51,51
30210,156,156
30211,67,67
30212,52,52
30213,74,74
30214,59,59
30215,179,179
30216,39,39
30217,43,43
30218,41,41
30219,164,164
30220,172,172
30221,47,47
30222,176,176
30223,66,66
30224,23,23
30225,711,711
30226,51,51
30227,46,46
30228,40,40
30229,171,171
30230,46,46
30231,65,65
30232,359,359
30233,56,56
30234,183,183
30235,105,105
30236,48,48
30237,44,44
30238,45,45
30239,43,43
30240,175,175
30241,1028,1028
30242,69,69
30243,57,57
30244,158,158
30245,33,33
30246,56,56
30247,61,61
30248,43,43
30249,1026,1026
30250,41,41
30251,39,39
30252,51,51
30253,41,41
30254,47,47
30255,58,58
30256,179,179
30257,50,50
30258,56,56
30259,40,40
30260,64,64
30261,67,67
30262,43,43
30263,50,50
30264,38,38
30265,60,60
30266,121,121
30267,67,67
30268,33,33
30269,63,63
30270,65,65
30271,41,41
30272,175,175
30273,60,60
30274,80,80
30275,169,169
30276,44,44
30277,34,34
30278,148,148
30279,201,201
30280,33,33
30281,67,67
30282,152,152
30283,39,39
30284,114,114
30285,65,65
30286,47,47
30287,63,63
30288,50,50
30289,111,111
30290,72,72
30291,53,53
30292,63,63
30293,186,186
30294,177,177
30295,47,47
30296,59,59
30297,56,56
30298,63,63
30299,50,50
30300,39,39
30301,49,49
30302,38,38
30303,44,44
30304,58,58
30305,30,30
30306,41,41
30307,37,37
30308,148,148
30309,65,65
30310,44,44
30311,62,62
30312,68,68
30313,176,176
30314,63,63
30315,62,62
30316,250,250
30317,19,19
30318,127,127
30319,30,30
30320,166,166
30321,41,41
30322,45,45
30323,68,68
30324,49,49
30325,50,50
30326,49,49
30327,52,52
30328,46,46
30329,156,156
30330,36,36
30331,31,31
30332,56,56
30333,172,172
30334,824,824
30335,49,49
30336,39,39
30337,42,42
30338,46,46
30339,39,39
30340,53,53
30341,69,69
30342,46,46
30343,65,65
30344,174,174
30345,700,700
30346,51,51
30347,36,36
30348,57,57
30349,55,55
30350,45,45
30351,42,42
30352,51,51
30353,697,697
30354,22,22
30355,46,46
30356,53,53
30357,168,168
30358,37,37
30359,113,113
30360,179,179
30361,183,183
30362,48,48
30363,48,48
30364,14,14
30365,825,825
30366,34,34
30367,55,55
30368,29,29
30369,37,37
30370,64,64
30371,67,67
30372,1030,1030
30373,64,64
30374,708,708
30375,34,34
30376,151,151
30377,68,68
30378,166,166
30379,29,29
30380,41,41
30381,70,70
30382,158,158
30383,41,41
30384,58,58
30385,50,50
30386,48,48
30387,45,45
30388,52,52
30389,42,42
30390,60,60
30391,42,42
30392,45,45
30393,68,68
30394,44,44
30395,24,24
30396,51,51
30397,38,38
30398,44,44
30399,51,51
30400,167,167
30401,60,60
30402,36,36
30403,67,67
30404,68,68
30405,45,45
30406,52,52
30407,44,44
30408,34,34
30409,63,63
30410,46,46
30411,30,30
30412,36,36
30413,47,47
30414,62,62
30415,41,41
30416,167,167
30417,1026,1026
30418,39,39
30419,176,176
30420,58,58
30421,47,47
30422,58,58
30423,65,65
30424,41,41
30425,49,49
30426,49,49
30427,47,47
30428,44,44
30429,38,38
30430,49,49
30431,58,58
30432,35,35
30433,52,52
30434,50,50
30435,40,40
30436,64,64
30437,46,46
30438,51,51
30439,64,64
30440,44,44
30441,258,258
30442,55,55
30443,61,61
30444,64,64
30445,79,79
30446,48,48
30447,30,30
30448,44,44
30449,69,69
30450,64,64
30451,34,34
30452,35,35
30453,63,63
30454,60,60
30455,59,59
30456,170,170
30457,179,179
30458,42,42
30459,169,169
30460,1014,1014
30461,55,55
30462,45,45
30463,47,47
30464,38,38
30465,136,136
30466,30,30
30467,309,309
30468,40,40
30469,159,159
30470,27,27
30471,45,45
30472,50,50
30473,57,57
30474,171,171
30475,56,56
30476,64,64
30477,47,47
30478,43,43
30479,32,32
30480,56,56
30481,67,67
30482,189,189
30483,42,42
30484,181,181
30485,46,46
30486,33,33
30487,60,60
30488,63,63
30489,39,39
30490,893,893
30491,171,171
30492,42,42
30493,72,72
30494,47,47
30495,45,45
30496,63,63
30497,186,186
30498,65,65
30499,158,158
30500,67,67
30501,171,171
30502,61,61
30503,45,45
30504,46,46
30505,52,52
30506,66,66
30507,56,56
30508,47,47
30509,52,52
30510,62,62
30511,48,48
30512,47,47
30513,54,54
30514,45,45
30515,53,53
30516,175,175
30517,69,69
30518,35,35
30519,31,31
30520,49,49
30521,39,39
30522,47,47
30523,50,50
30524,45,45
30525,56,56
30526,716,716
30527,48,48
30528,53,53
30529,71,71
30530,26,26
30531,37,37
30532,69,69
30533,41,41
30534,33,33
30535,70,70
30536,56,56
30537,44,44
30538,43,43
30539,704,704
30540,47,47
30541,825,825
30542,185,185
30543,49,49
30544,71,71
30545,72,72
30546,32,32
30547,49,49
30548,65,65
30549,40,40
30550,144,144
30551,1021,1021
30552,52,52
30553,166,166
30554,56,56
30555,45,45
30556,45,45
30557,171,171
30558,151,151
30559,47,47
30560,28,28
30561,36,36
30562,1013,1013
30563,37,37
30564,43,43
30565,827,827
30566,41,41
30567,166,166
30568,49,49
30569,1016,1016
30570,50,50
30571,44,44
30572,57,57
30573,48,48
30574,65,65
30575,74,74
30576,160,160
30577,57,57
30578,46,46
30579,165,165
30580,68,68
30581,35,35
30582,29,29
30583,181,181
30584,697,697
30585,32,32
30586,68,68
30587,48,48
30588,32,32
30589,57,57
30590,49,49
30591,57,57
30592,49,49
30593,155,155
30594,61,61
30595,62,62
30596,46,46
30597,62,62
30598,49,49
30599,64,64
30600,48,48
30601,702,702
30602,1025,1025
30603,52,52
30604,38,38
30605,178,178
30606,51,51
30607,162,162
30608,51,51
30609,51,51
30610,40,40
30611,63,63
30612,1044,1044
30613,53,53
30614,46,46
30615,53,53
30616,39,39
30617,61,61
30618,44,44
30619,280,280
30620,154,154
30621,58,58
30622,43,43
30623,26,26
30624,41,41
30625,49,49
30626,47,47
30627,69,69
30628,50,50
30629,49,49
30630,30,30
30631,34,34
30632,62,62
30633,30,30
30634,39,39
30635,48,48
30636,244,244
30637,47,47
30638,47,47
30639,170,170
30640,37,37
30641,63,63
30642,26,26
30643,39,39
30644,178,178
30645,35,35
30646,1036,1036
30647,47,47
30648,56,56
30649,61,61
30650,65,65
30651,45,45
30652,1024,1024
30653,1033,1033
30654,41,41
30655,242,242
30656,31,31
30657,1016,1016
30658,49,49
30659,167,167
30660,36,36
30661,52,52
30662,60,60
30663,55,55
30664,38,38
30665,39,39
30666,49,49
30667,125,125
30668,55,55
30669,167,167
30670,67,67
30671,60,60
30672,67,67
30673,1018,1018
30674,67,67
30675,172,172
30676,43,43
30677,60,60
30678,64,64
30679,51,51
30680,1013,1013
30681,60,60
30682,49,49
30683,60,60
30684,163,163
30685,54,54
30686,185,185
30687,175,175
30688,50,50
30689,43,43
30690,45,45
30691,56,56
30692,50,50
30693,56,56
30694,1035,1035
30695,46,46
30696,61,61
30697,1047,1047
30698,41,41
30699,72,72
30700,48,48
30701,38,38
30702,900,900
30703,54,54
30704,50,50
30705,175,175
30706,61,61
30707,62,62
30708,42,42
30709,45,45
30710,179,179
30711,55,55
30712,43,43
30713,1023,1023
30714,54,54
30715,66,66
30716,30,30
30717,54,54
30718,42,42
30719,167,167
30720,42,42
30721,56,56
30722,72,72
30723,42,42
30724,51,51
30725,70,70
30726,59,59
30727,163,163
30728,48,48
30729,49,49
30730,41,41
30731,64,64
30732,45,45
30733,43,43
30734,66,66
30735,44,44
30736,24,24
30737,197,197
30738,50,50
30739,41,41
30740,63,63
30741,61,61
30742,38,38
30743,66,66
30744,41,41
30745,156,156
30746,46,46
30747,42,42
30748,69,69
30749,38,38
30750,30,30
30751,51,51
30752,44,44
30753,46,46
30754,68,68
30755,44,44
30756,50,50
30757,23,23
30758,68,68
30759,61,61
30760,60,60
30761,44,44
30762,48,48
30763,66,66
30764,43,43
30765,37,37
30766,54,54
30767,46,46
30768,44,44
30769,39,39
30770,53,53
30771,50,50
30772,115,115
30773,241,241
30774,58,58
30775,44,44
30776,48,48
30777,33,33
30778,38,38
30779,57,57
30780,183,183
30781,701,701
30782,45,45
30783,40,40
30784,47,47
30785,50,50
30786,132,132
30787,23,23
30788,66,66
30789,46,46
30790,108,108
30791,272,272
30792,55,55
30793,43,43
30794,52,52
30795,58,58
30796,47,47
30797,167,167
30798,35,35
30799,59,59
30800,37,37
30801,70,70
30802,38,38
30803,49,49
30804,65,65
30805,46,46
30806,47,47
30807,49,49
30808,56,56
30809,86,86
30810,29,29
30811,69,69
30812,56,56
30813,37,37
30814,70,70
30815,36,36
30816,130,130
30817,50,50
30818,45,45
30819,1025,1025
30820,52,52
30821,814,814
30822,77,77
30823,45,45
30824,56,56
30825,43,43
30826,60,60
30827,60,60
30828,51,51
30829,45,45
30830,64,64
30831,38,38
30832,33,33
30833,48,48
30834,52,52
30835,65,65
30836,58,58
30837,52,52
30838,159,159
30839,34,34
30840,42,42
30841,181,181
30842,51,51
30843,162,162
30844,61,61
30845,726,726
30846,46,46
30847,164,164
30848,181,181
30849,52,52
30850,54,54
30851,167,167
30852,50,50
30853,54,54
30854,53,53
30855,170,170
30856,59,59
30857,46,46
30858,50,50
30859,45,45
30860,164,164
30861,30,30
30862,38,38
30863,808,808
30864,56,56
30865,57,57
30866,63,63
30867,62,62
30868,59,59
30869,1036,1036
30870,44,44
30871,57,57
30872,164,164
30873,153,153
30874,56,56
30875,172,172
30876,50,50
30877,58,58
30878,27,27
30879,48,48
30880,162,162
30881,32,32
30882,47,47
30883,64,64
30884,36,36
30885,59,59
30886,65,65
30887,170,170
30888,27,27
30889,43,43
30890,44,44
30891,58,58
30892,220,220
30893,56,56
30894,67,67
30895,123,123
30896,62,62
30897,48,48
30898,164,164
30899,167,167
30900,54,54
30901,172,172
30902,41,41
30903,57,57
30904,45,45
30905,63,63
30906,46,46
30907,34,34
30908,62,62
30909,162,162
30910,45,45
30911,190,190
30912,156,156
30913,175,175
30914,59,59
30915,65,65
30916,39,39
30917,49,49
30918,43,43
30919,35,35
30920,38,38
30921,178,178
30922,175,175
30923,54,54
30924,50,50
30925,54,54
30926,70,70
30927,76,76
30928,48,48
30929,72,72
30930,815,815
30931,35,35
30932,48,48
30933,55,55
30934,45,45
30935,47,47
30936,67,67
30937,38,38
30938,59,59
30939,47,47
30940,36,36
30941,71,71
30942,174,174
30943,70,70
30944,158,158
30945,44,44
30946,41,41
30947,126,126
30948,48,48
30949,53,53
30950,51,51
30951,60,60
30952,177,177
30953,58,58
30954,52,52
30955,37,37
30956,166,166
30957,61,61
30958,34,34
30959,39,39
30960,50,50
30961,70,70
30962,39,39
30963,171,171
30964,110,110
30965,37,37
30966,40,40
30967,34,34
30968,44,44
30969,60,60
30970,50,50
30971,50,50
30972,46,46
30973,62,62
30974,67,67
30975,49,49
30976,39,39
30977,63,63
30978,66,66
30979,43,43
30980,68,68
30981,60,60
30982,62,62
30983,161,161
30984,68,68
30985,1016,1016
30986,1023,1023
30987,34,34
30988,66,66
30989,190,190
30990,20,20
30991,42,42
30992,180,180
30993,169,169
30994,71,71
30995,64,64
30996,49,49
30997,175,175
30998,26,26
30999,53,53
31000,1036,1036
31001,63,63
31002,50,50
31003,49,49
31004,52,52
31005,42,42
31006,41,41
31007,59,59
31008,50,50
31009,44,44
31010,34,34
31011,64,64
31012,71,71
31013,60,60
31014,68,68
31015,38,38
31016,39,39
31017,39,39
31018,62,62
31019,1035,1035
31020,61,61
31021,44,44
31022,53,53
31023,38,38
31024,42,42
31025,64,64
31026,193,193
31027,54,54
31028,46,46
31029,65,65
31030,43,43
31031,175,175
31032,57,57
31033,55,55
31034,42,42
31035,42,42
31036,48,48
31037,35,35
31038,47,47
31039,41,41
31040,43,43
31041,49,49
31042,70,70
31043,53,53
31044,63,63
31045,42,42
31046,36,36
31047,68,68
31048,65,65
31049,163,163
31050,296,296
31051,66,66
31052,66,66
31053,61,61
31054,41,41
31055,58,58
31056,701,701
31057,63,63
31058,60,60
31059,53,53
31060,51,51
31061,172,172
31062,159,159
31063,1022,1022
31064,44,44
31065,47,47
31066,46,46
31067,44,44
31068,53,53
31069,702,702
31070,151,151
31071,55,55
31072,175,175
31073,60,60
31074,58,58
31075,66,66
31076,40,40
31077,161,161
31078,56,56
31079,40,40
31080,1024,1024
31081,167,167
31082,32,32
31083,30,30
31084,51,51
31085,157,157
31086,43,43
31087,29,29
31088,43,43
31089,169,169
31090,63,63
31091,39,39
31092,59,59
31093,58,58
31094,153,153
31095,65,65
31096,174,174
31097,24,24
31098,60,60
31099,52,52
31100,58,58
31101,64,64
31102,1028,1028
31103,35,35
31104,19,19
31105,180,180
31106,52,52
31107,63,63
31108,1033,1033
31109,56,56
31110,32,32
31111,63,63
31112,1051,1051
31113,38,38
31114,55,55
31115,50,50
31116,61,61
31117,59,59
31118,109,109
31119,246,246
31120,44,44
31121,29,29
31122,38,38
31123,161,161
31124,57,57
31125,42,42
31126,69,69
31127,39,39
31128,53,53
31129,61,61
31130,52,52
31131,63,63
31132,36,36
31133,39,39
31134,50,50
31135,53,53
31136,28,28
31137,66,66
31138,34,34
31139,56,56
31140,167,167
31141,98,98
31142,25,25
31143,45,45
31144,52,52
31145,51,51
31146,68,68
31147,25,25
31148,66,66
31149,66,66
31150,63,63
31151,50,50
31152,61,61
31153,46,46
31154,1036,1036
31155,60,60
31156,68,68
31157,41,41
31158,59,59
31159,167,167
31160,51,51
31161,35,35
31162,48,48
31163,36,36
31164,43,43
31165,52,52
31166,61,61
31167,40,40
31168,64,64
31169,182,182
31170,53,53
31171,38,38
31172,29,29
31173,50,50
31174,178,178
31175,55,55
31176,51,51
31177,62,62
31178,36,36
31179,40,40
31180,66,66
31181,57,57
31182,42,42
31183,288,288
31184,66,66
31185,48,48
31186,39,39
31187,172,172
31188,42,42
31189,59,59
31190,31,31
31191,60,60
31192,169,169
31193,265,265
31194,163,163
31195,17,17
31196,274,274
31197,48,48
31198,45,45
31199,173,173
31200,173,173
31201,56,56
31202,51,51
31203,49,49
31204,22,22
31205,1003,1003
31206,61,61
31207,59,59
31208,55,55
31209,47,47
31210,41,41
31211,50,50
31212,52,52
31213,35,35
31214,760,760
31215,65,65
31216,44,44
31217,39,39
31218,158,158
31219,41,41
31220,37,37
31221,246,246
31222,66,66
31223,66,66
31224,65,65
31225,39,39
31226,46,46
31227,42,42
31228,1026,1026
31229,40,40
31230,52,52
31231,61,61
31232,700,700
31233,47,47
31234,35,35
31235,44,44
31236,52,52
31237,49,49
31238,41,41
31239,296,296
31240,48,48
31241,46,46
31242,43,43
31243,36,36
31244,53,53
31245,248,248
31246,38,38
31247,62,62
31248,45,45
31249,181,181
31250,239,239
31251,38,38
31252,39,39
31253,119,119
31254,50,50
31255,53,53
31256,23,23
31257,167,167
31258,290,290
31259,47,47
31260,235,235
31261,115,115
31262,1003,1003
31263,170,170
31264,69,69
31265,58,58
31266,1040,1040
31267,159,159
31268,49,49
31269,47,47
31270,36,36
31271,46,46
31272,52,52
31273,54,54
31274,58,58
31275,45,45
31276,63,63
31277,162,162
31278,50,50
31279,62,62
31280,53,53
31281,41,41
31282,55,55
31283,53,53
31284,53,53
31285,58,58
31286,58,58
31287,47,47
31288,63,63
31289,188,188
31290,43,43
31291,66,66
31292,56,56
31293,33,33
31294,55,55
31295,183,183
31296,52,52
31297,47,47
31298,48,48
31299,53,53
31300,1040,1040
31301,30,30
31302,71,71
31303,56,56
31304,179,179
31305,47,47
31306,45,45
31307,40,40
31308,50,50
31309,67,67
31310,65,65
31311,59,59
31312,47,47
31313,55,55
31314,46,46
31315,177,177
31316,39,39
31317,149,149
31318,43,43
31319,178,178
31320,165,165
31321,177,177
31322,50,50
31323,41,41
31324,27,27
31325,37,37
31326,44,44
31327,38,38
31328,50,50
31329,41,41
31330,31,31
31331,71,71
31332,84,84
31333,40,40
31334,50,50
31335,60,60
31336,73,73
31337,269,269
31338,48,48
31339,45,45
31340,151,151
31341,54,54
31342,52,52
31343,183,183
31344,55,55
31345,51,51
31346,57,57
31347,51,51
31348,42,42
31349,58,58
31350,139,139
31351,58,58
31352,48,48
31353,59,59
31354,72,72
31355,44,44
31356,37,37
31357,63,63
31358,166,166
31359,51,51
31360,65,65
31361,37,37
31362,115,115
31363,52,52
31364,35,35
31365,43,43
31366,827,827
31367,55,55
31368,83,83
31369,50,50
31370,49,49
31371,165,165
31372,43,43
31373,63,63
31374,56,56
31375,58,58
31376,68,68
31377,51,51
31378,42,42
31379,70,70
31380,153,153
31381,37,37
31382,58,58
31383,42,42
31384,58,58
31385,184,184
31386,54,54
31387,63,63
31388,49,49
31389,39,39
31390,51,51
31391,60,60
31392,42,42
31393,64,64
31394,29,29
31395,34,34
31396,63,63
31397,161,161
31398,53,53
31399,58,58
31400,68,68
31401,83,83
31402,42,42
31403,38,38
31404,67,67
31405,41,41
31406,62,62
31407,43,43
31408,41,41
31409,71,71
31410,44,44
31411,42,42
31412,61,61
31413,169,169
31414,60,60
31415,52,52
31416,50,50
31417,172,172
31418,69,69
31419,176,176
31420,40,40
31421,52,52
31422,57,57
31423,50,50
31424,71,71
31425,56,56
31426,69,69
31427,36,36
31428,69,69
31429,57,57
31430,50,50
31431,53,53
31432,67,67
31433,210,210
31434,50,50
31435,65,65
31436,55,55
31437,699,699
31438,155,155
31439,67,67
31440,41,41
31441,51,51
31442,182,182
31443,55,55
31444,50,50
31445,49,49
31446,51,51
31447,163,163
31448,171,171
31449,38,38
31450,50,50
31451,233,233
31452,35,35
31453,55,55
31454,52,52
31455,33,33
31456,53,53
31457,54,54
31458,65,65
31459,40,40
31460,55,55
31461,59,59
31462,66,66
31463,40,40
31464,70,70
31465,59,59
31466,826,826
31467,87,87
31468,67,67
31469,59,59
31470,43,43
31471,58,58
31472,42,42
31473,59,59
31474,162,162
31475,57,57
31476,36,36
31477,60,60
31478,59,59
31479,62,62
31480,178,178
31481,47,47
31482,58,58
31483,54,54
31484,60,60
31485,40,40
31486,67,67
31487,44,44
31488,1037,1037
31489,55,55
31490,56,56
31491,45,45
31492,56,56
31493,56,56
31494,172,172
31495,47,47
31496,30,30
31497,66,66
31498,166,166
31499,61,61
31500,49,49
31501,160,160
31502,62,62
31503,166,166
31504,162,162
31505,48,48
31506,57,57
31507,51,51
31508,61,61
31509,53,53
31510,166,166
31511,172,172
31512,63,63
31513,64,64
31514,177,177
31515,65,65
31516,59,59
31517,39,39
31518,164,164
31519,46,46
31520,66,66
31521,25,25
31522,177,177
31523,1036,1036
31524,174,174
31525,53,53
31526,49,49
31527,60,60
31528,1060,1060
31529,39,39
31530,188,188
31531,274,274
31532,36,36
31533,51,51
31534,61,61
31535,59,59
31536,173,173
31537,48,48
31538,59,59
31539,829,829
31540,42,42
31541,697,697
31542,61,61
31543,57,57
31544,63,63
31545,56,56
31546,49,49
31547,1024,1024
31548,52,52
31549,67,67
31550,50,50
31551,30,30
31552,175,175
31553,26,26
31554,57,57
31555,44,44
31556,57,57
31557,1041,1041
31558,36,36
31559,45,45
31560,58,58
31561,64,64
31562,234,234
31563,48,48
31564,68,68
31565,79,79
31566,712,712
31567,41,41
31568,162,162
31569,56,56
31570,60,60
31571,75,75
31572,47,47
31573,168,168
31574,50,50
31575,98,98
31576,57,57
31577,184,184
31578,47,47
31579,43,43
31580,58,58
31581,43,43
31582,62,62
31583,55,55
31584,62,62
31585,173,173
31586,60,60
31587,55,55
31588,37,37
31589,38,38
31590,182,182
31591,56,56
31592,177,177
31593,56,56
31594,62,62
31595,56,56
31596,56,56
31597,66,66
31598,164,164
31599,49,49
31600,63,63
31601,43,43
31602,52,52
31603,31,31
31604,45,45
31605,30,30
31606,176,176
31607,49,49
31608,47,47
31609,53,53
31610,27,27
31611,67,67
31612,70,70
31613,59,59
31614,66,66
31615,47,47
31616,830,830
31617,58,58
31618,59,59
31619,45,45
31620,168,168
31621,251,251
31622,63,63
31623,65,65
31624,59,59
31625,44,44
31626,51,51
31627,159,159
31628,69,69
31629,58,58
31630,48,48
31631,46,46
31632,40,40
31633,66,66
31634,247,247
31635,821,821
31636,72,72
31637,60,60
31638,69,69
31639,181,181
31640,49,49
31641,43,43
31642,171,171
31643,131,131
31644,47,47
31645,39,39
31646,111,111
31647,70,70
31648,56,56
31649,177,177
31650,57,57
31651,141,141
31652,50,50
31653,60,60
31654,67,67
31655,181,181
31656,64,64
31657,60,60
31658,49,49
31659,48,48
31660,241,241
31661,66,66
31662,71,71
31663,375,375
31664,49,49
31665,75,75
31666,49,49
31667,58,58
31668,158,158
31669,1026,1026
31670,61,61
31671,60,60
31672,58,58
31673,57,57
31674,40,40
31675,152,152
31676,47,47
31677,43,43
31678,49,49
31679,48,48
31680,60,60
31681,46,46
31682,1021,1021
31683,65,65
31684,48,48
31685,51,51
31686,252,252
31687,36,36
31688,46,46
31689,64,64
31690,30,30
31691,1023,1023
31692,45,45
31693,156,156
31694,167,167
31695,154,154
31696,56,56
31697,62,62
31698,46,46
31699,41,41
31700,715,715
31701,158,158
31702,48,48
31703,44,44
31704,65,65
31705,73,73
31706,59,59
31707,61,61
31708,55,55
31709,37,37
31710,48,48
31711,172,172
31712,55,55
31713,33,33
31714,31,31
31715,69,69
31716,67,67
31717,182,182
31718,62,62
31719,69,69
31720,56,56
31721,44,44
31722,59,59
31723,1031,1031
31724,51,51
31725,38,38
31726,181,181
31727,35,35
31728,27,27
31729,62,62
31730,59,59
31731,186,186
31732,51,51
31733,57,57
31734,66,66
31735,32,32
31736,60,60
31737,51,51
31738,48,48
31739,369,369
31740,48,48
31741,51,51
31742,1038,1038
31743,61,61
31744,52,52
31745,1002,1002
31746,150,150
31747,46,46
31748,66,66
31749,51,51
31750,57,57
31751,48,48
31752,158,158
31753,44,44
31754,48,48
31755,37,37
31756,80,80
31757,56,56
31758,34,34
31759,38,38
31760,106,106
31761,51,51
31762,49,49
31763,58,58
31764,49,49
31765,43,43
31766,1035,1035
31767,287,287
31768,56,56
31769,36,36
31770,44,44
31771,139,139
31772,64,64
31773,53,53
31774,63,63
31775,808,808
31776,61,61
31777,46,46
31778,67,67
31779,53,53
31780,52,52
31781,41,41
31782,1022,1022
31783,69,69
31784,48,48
31785,35,35
31786,178,178
31787,54,54
31788,171,171
31789,51,51
31790,55,55
31791,54,54
31792,171,171
31793,65,65
31794,159,159
31795,181,181
31796,61,61
31797,55,55
31798,60,60
31799,45,45
31800,47,47
31801,55,55
31802,45,45
31803,56,56
31804,49,49
31805,43,43
31806,62,62
31807,38,38
31808,51,51
31809,126,126
31810,40,40
31811,828,828
31812,52,52
31813,30,30
31814,52,52
31815,41,41
31816,50,50
31817,50,50
31818,64,64
31819,18,18
31820,156,156
31821,50,50
31822,54,54
31823,829,829
31824,57,57
31825,57,57
31826,47,47
31827,48,48
31828,712,712
31829,54,54
31830,178,178
31831,48,48
31832,65,65
31833,162,162
31834,1027,1027
31835,58,58
31836,39,39
31837,52,52
31838,58,58
31839,249,249
31840,36,36
31841,33,33
31842,30,30
31843,250,250
31844,162,162
31845,56,56
31846,47,47
31847,53,53
31848,46,46
31849,52,52
31850,41,41
31851,154,154
31852,52,52
31853,31,31
31854,40,40
31855,63,63
31856,37,37
31857,76,76
31858,49,49
31859,69,69
31860,37,37
31861,32,32
31862,37,37
31863,60,60
31864,46,46
31865,42,42
31866,1023,1023
31867,45,45
31868,168,168
31869,65,65
31870,32,32
31871,44,44
31872,38,38
31873,45,45
31874,49,49
31875,82,82
31876,49,49
31877,67,67
31878,64,64
31879,163,163
31880,75,75
31881,69,69
31882,58,58
31883,163,163
31884,51,51
31885,68,68
31886,66,66
31887,43,43
31888,163,163
31889,40,40
31890,39,39
31891,49,49
31892,1021,1021
31893,63,63
31894,57,57
31895,58,58
31896,51,51
31897,61,61
31898,41,41
31899,42,42
31900,42,42
31901,1019,1019
31902,36,36
31903,41,41
31904,834,834
31905,1036,1036
31906,46,46
31907,57,57
31908,66,66
31909,51,51
31910,52,52
31911,1035,1035
31912,53,53
31913,62,62
31914,47,47
31915,29,29
31916,61,61
31917,34,34
31918,53,53
31919,39,39
31920,43,43
31921,48,48
31922,39,39
31923,18,18
31924,1006,1006
31925,57,57
31926,55,55
31927,54,54
31928,40,40
31929,48,48
31930,34,34
31931,65,65
31932,51,51
31933,65,65
31934,49,49
31935,175,175
31936,1035,1035
31937,249,249
31938,30,30
31939,154,154
31940,40,40
31941,37,37
31942,706,706
31943,249,249
31944,1025,1025
31945,49,49
31946,174,174
31947,66,66
31948,64,64
31949,1043,1043
31950,293,293
31951,50,50
31952,712,712
31953,51,51
31954,77,77
31955,56,56
31956,63,63
31957,44,44
31958,55,55
31959,59,59
31960,41,41
31961,31,31
31962,36,36
31963,45,45
31964,69,69
31965,44,44
31966,45,45
31967,56,56
31968,47,47
31969,41,41
31970,26,26
31971,51,51
31972,42,42
31973,41,41
31974,177,177
31975,828,828
31976,68,68
31977,47,47
31978,35,35
31979,46,46
31980,47,47
31981,44,44
31982,827,827
31983,41,41
31984,37,37
31985,29,29
31986,44,44
31987,71,71
31988,34,34
31989,33,33
31990,181,181
31991,52,52
31992,51,51
31993,1026,1026
31994,20,20
31995,59,59
31996,40,40
31997,48,48
31998,162,162
31999,55,55
32000,58,58
32001,51,51
32002,56,56
32003,35,35
32004,53,53
32005,1048,1048
32006,51,51
32007,36,36
32008,48,48
32009,63,63
32010,1015,1015
32011,55,55
32012,65,65
32013,44,44
32014,39,39
32015,53,53
32016,65,65
32017,1031,1031
32018,46,46
32019,52,52
32020,54,54
32021,55,55
32022,51,51
32023,63,63
32024,68,68
32025,30,30
32026,54,54
32027,62,62
32028,56,56
32029,34,34
32030,43,43
32031,55,55
32032,45,45
32033,62,62
32034,40,40
32035,49,49
32036,23,23
32037,45,45
32038,63,63
32039,56,56
32040,175,175
32041,62,62
32042,63,63
32043,44,44
32044,37,37
32045,233,233
32046,43,43
32047,70,70
32048,44,44
32049,52,52
32050,946,946
32051,69,69
32052,170,170
32053,59,59
32054,52,52
32055,44,44
32056,175,175
32057,172,172
32058,66,66
32059,42,42
32060,62,62
32061,58,58
32062,50,50
32063,113,113
32064,46,46
32065,61,61
32066,55,55
32067,65,65
