uid,n_null,discret_null
12490,173,173
1185,47,47
11969,180,180
844,38,38
5950,179,179
12125,161,161
10191,157,157
17355,43,43
6797,50,50
1432,170,170
1950,167,167
2731,37,37
17690,50,50
1925,51,51
14171,55,55
1892,88,88
15416,58,58
1389,157,157
13109,49,49
18699,44,44
11170,62,62
15518,41,41
19673,47,47
18907,27,27
308,39,39
2869,30,30
18458,166,166
2315,47,47
2664,51,51
4155,177,177
19859,164,164
6999,48,48
746,60,60
5191,169,169
16959,165,165
5118,33,33
4098,43,43
8913,155,155
12993,57,57
8677,176,176
19482,64,64
7579,51,51
2750,45,45
3091,157,157
493,172,172
9921,36,36
14576,160,160
2809,50,50
8214,47,47
18521,47,47
15664,44,44
1543,43,43
18736,57,57
3375,50,50
15875,161,161
15713,63,63
15119,34,34
17261,152,152
14878,42,42
3432,41,41
13080,174,174
15203,48,48
16799,29,29
14033,50,50
10423,42,42
9457,47,47
13757,165,165
1619,20,20
13453,181,181
4509,174,174
18363,41,41
3264,41,41
2625,46,46
10885,25,25
17403,159,159
10902,40,40
17709,45,45
19285,40,40
7413,51,51
9518,56,56
13705,44,44
7331,56,56
14059,61,61
1001,42,42
2716,161,161
15900,166,166
5215,51,51
10560,42,42
16377,43,43
7699,34,34
19466,50,50
5297,176,176
6116,64,64
10810,153,153
6103,58,58
17113,40,40
11675,172,172
13762,48,48
15660,44,44
19478,52,52
9113,48,48
1453,165,165
19351,167,167
14837,78,78
8296,45,45
5353,163,163
10518,180,180
19039,40,40
1272,41,41
3743,164,164
16314,63,63
12410,181,181
249,52,52
10466,39,39
7961,44,44
17008,57,57
13333,45,45
14447,155,155
280,54,54
6529,34,34
2145,53,53
6074,44,44
4637,168,168
4575,32,32
14701,36,36
4732,63,63
12749,148,148
17120,162,162
16520,50,50
2793,41,41
8441,58,58
14047,210,210
13392,33,33
17711,176,176
1004,34,34
12845,43,43
2079,161,161
2006,62,62
2276,58,58
21,166,166
13581,46,46
6200,59,59
11296,162,162
16841,35,35
17102,34,34
2856,56,56
8499,249,249
1899,44,44
1684,43,43
8671,170,170
4775,157,157
9601,154,154
3483,66,66
16448,175,175
6316,154,154
13529,38,38
14672,51,51
18386,157,157
396,49,49
1256,165,165
19615,161,161
12573,159,159
11390,162,162
2510,170,170
5876,157,157
13183,38,38
14660,39,39
2185,49,49
9425,167,167
2730,50,50
3487,62,62
752,50,50
4688,43,43
17494,42,42
18070,69,69
3524,38,38
17929,167,167
12861,57,57
3316,61,61
18312,52,52
7122,157,157
9932,162,162
11169,14,14
15926,184,184
16806,33,33
9895,36,36
17695,45,45
3157,34,34
996,45,45
16798,44,44
5692,43,43
6440,62,62
11782,159,159
5348,167,167
14730,45,45
3984,39,39
17658,41,41
13961,42,42
13498,153,153
3096,164,164
1717,182,182
11563,39,39
11722,49,49
739,56,56
9054,173,173
5212,151,151
4473,25,25
6515,42,42
15121,59,59
6900,154,154
10039,38,38
13521,160,160
16658,162,162
2099,37,37
15198,57,57
12218,42,42
5637,169,169
9923,50,50
19509,171,171
18049,50,50
5188,35,35
48,164,164
2562,172,172
10847,60,60
14107,30,30
17498,41,41
14068,45,45
14932,56,56
19230,65,65
15824,49,49
19893,59,59
7716,165,165
6879,154,154
19192,155,155
11894,167,167
3766,179,179
16361,41,41
2023,58,58
14527,45,45
12127,186,186
8979,183,183
6047,61,61
15676,113,113
2419,168,168
558,41,41
12659,175,175
3828,166,166
17962,47,47
2991,31,31
8676,54,54
69,57,57
10673,64,64
17737,40,40
11429,161,161
3443,161,161
3181,48,48
19794,40,40
16052,171,171
1476,151,151
15647,42,42
13495,40,40
2281,46,46
6551,53,53
7112,61,61
13720,159,159
10694,63,63
13049,47,47
9672,67,67
7466,157,157
4746,30,30
15759,172,172
5104,47,47
4910,53,53
10166,152,152
18159,45,45
6413,47,47
16019,43,43
27,168,168
11625,158,158
392,164,164
13125,43,43
14930,48,48
6569,44,44
5800,28,28
10408,48,48
6156,160,160
457,54,54
10498,177,177
18966,44,44
12147,64,64
14900,33,33
7837,55,55
1768,44,44
19872,163,163
2109,45,45
12149,36,36
10042,176,176
18898,165,165
6189,136,136
17288,156,156
7453,38,38
13782,43,43
18973,27,27
17571,44,44
77,35,35
10515,47,47
10254,166,166
19209,57,57
3774,44,44
1254,173,173
2186,40,40
16919,64,64
2545,46,46
9472,44,44
15898,157,157
12498,171,171
5176,155,155
12325,155,155
15483,53,53
13637,41,41
15413,53,53
7217,38,38
4939,64,64
10663,159,159
17187,56,56
8046,41,41
2745,61,61
7188,39,39
2513,169,169
14862,158,158
15280,66,66
7922,36,36
19068,38,38
11376,161,161
743,32,32
18081,155,155
7009,170,170
19196,157,157
9636,162,162
3318,31,31
5103,158,158
18725,51,51
10348,48,48
17878,53,53
16909,40,40
17897,46,46
12740,56,56
12239,42,42
2939,43,43
15457,41,41
11327,60,60
10816,44,44
17815,57,57
12480,56,56
18478,173,173
19720,102,102
2721,48,48
18042,35,35
15414,156,156
19915,161,161
7873,162,162
12274,184,184
15037,35,35
180,167,167
7756,43,43
10361,58,58
1927,43,43
6793,170,170
3168,154,154
9964,38,38
19713,57,57
6124,159,159
5448,39,39
10451,43,43
6248,170,170
10355,39,39
10500,29,29
9829,44,44
10814,54,54
2124,61,61
5291,172,172
12901,43,43
14614,55,55
12027,55,55
4886,173,173
13970,157,157
8190,174,174
6148,46,46
10552,155,155
2896,163,163
16683,47,47
18534,40,40
17693,38,38
14246,42,42
4865,43,43
16688,41,41
2086,154,154
12581,51,51
10132,170,170
19458,156,156
2104,40,40
10370,155,155
3506,51,51
6636,181,181
14827,42,42
19603,66,66
2711,174,174
5349,43,43
17140,59,59
8454,170,170
8947,53,53
13041,160,160
3709,41,41
7668,34,34
9347,58,58
13907,42,42
4052,157,157
2697,66,66
10365,60,60
15144,51,51
6523,38,38
17080,35,35
5387,50,50
7929,46,46
18617,42,42
1220,180,180
4508,171,171
5693,154,154
6072,46,46
18634,41,41
2519,164,164
810,59,59
6650,161,161
14538,164,164
8299,60,60
2502,162,162
18916,57,57
12352,42,42
3356,170,170
6532,36,36
18555,49,49
9879,178,178
3657,45,45
19022,41,41
2091,176,176
5937,44,44
13612,51,51
1986,50,50
15939,181,181
10420,39,39
15339,60,60
17978,39,39
2900,64,64
15145,47,47
89,51,51
2192,58,58
9370,58,58
8621,44,44
2316,168,168
3586,68,68
19451,53,53
3898,159,159
1298,50,50
10512,35,35
2310,39,39
6652,162,162
12757,42,42
5968,42,42
5815,51,51
15107,169,169
3360,46,46
14671,122,122
13256,48,48
4646,159,159
7838,158,158
803,24,24
15308,161,161
14526,53,53
8763,175,175
13069,50,50
10188,61,61
6142,47,47
11710,162,162
12652,167,167
17015,38,38
2356,54,54
19215,37,37
740,33,33
5769,57,57
19010,47,47
17329,164,164
106,56,56
6479,58,58
16076,48,48
19536,69,69
7467,154,154
3056,178,178
10570,67,67
1667,42,42
10111,175,175
17864,56,56
16334,173,173
12051,49,49
19707,171,171
3333,42,42
17558,162,162
4371,29,29
8764,52,52
13938,42,42
12595,43,43
271,164,164
476,46,46
4931,68,68
2631,46,46
10946,175,175
5495,38,38
11038,180,180
9659,53,53
17574,50,50
12299,47,47
16252,42,42
14919,44,44
16287,158,158
6880,33,33
4061,33,33
7973,29,29
250,38,38
9632,31,31
8198,46,46
443,172,172
19511,56,56
11818,173,173
17688,56,56
16007,57,57
6028,43,43
16284,36,36
3985,165,165
513,44,44
10025,37,37
17523,42,42
5004,174,174
9507,167,167
18112,161,161
15802,46,46
7052,159,159
16701,38,38
18119,160,160
1984,56,56
15912,29,29
11840,55,55
4887,52,52
18148,153,153
9190,39,39
1345,55,55
6040,293,293
16521,172,172
6215,169,169
3587,54,54
19492,165,165
3885,165,165
17980,64,64
15018,45,45
19447,47,47
4562,28,28
13390,68,68
3102,48,48
6899,166,166
9394,153,153
1758,172,172
6495,160,160
12135,42,42
5572,50,50
9367,56,56
18879,58,58
4477,36,36
8067,60,60
11502,46,46
5257,176,176
13906,57,57
17997,52,52
12722,54,54
17700,177,177
10439,168,168
17324,170,170
3196,44,44
8605,38,38
17844,164,164
14172,51,51
12834,48,48
15644,42,42
13817,170,170
15603,60,60
9842,46,46
8079,48,48
13319,113,113
342,170,170
18885,55,55
7542,166,166
1029,157,157
18336,165,165
6625,51,51
6101,46,46
16991,155,155
17966,64,64
16742,115,115
3231,43,43
2843,154,154
16157,43,43
18803,37,37
9268,155,155
7926,163,163
13577,34,34
7518,179,179
16185,55,55
11025,172,172
5791,178,178
7365,40,40
19017,56,56
506,62,62
17630,159,159
7603,147,147
8627,48,48
8471,61,61
215,70,70
17489,67,67
3641,171,171
10783,178,178
14968,49,49
522,154,154
5098,58,58
3176,55,55
4904,161,161
16576,163,163
13668,56,56
10854,53,53
16741,173,173
9002,36,36
17799,43,43
5015,54,54
11855,55,55
11943,40,40
19548,30,30
15443,38,38
3781,77,77
18532,36,36
2612,44,44
7866,36,36
18324,184,184
3770,27,27
16636,44,44
10129,62,62
14469,163,163
14914,50,50
15017,49,49
13996,35,35
2076,44,44
12667,44,44
13952,49,49
7338,148,148
11456,41,41
13160,164,164
749,53,53
7942,47,47
12574,166,166
13278,183,183
18581,175,175
13669,49,49
16238,163,163
1015,38,38
3038,27,27
8975,55,55
14967,55,55
2659,47,47
9337,54,54
12266,178,178
5501,31,31
4982,33,33
16371,38,38
11932,175,175
6640,44,44
2191,162,162
16133,46,46
823,154,154
17328,43,43
4464,69,69
2036,170,170
13309,166,166
1755,163,163
13177,171,171
2074,66,66
1640,57,57
3354,155,155
12379,155,155
18486,53,53
16874,156,156
6106,31,31
8859,155,155
6169,159,159
2070,34,34
14565,165,165
6710,37,37
3643,44,44
3144,165,165
6865,147,147
2140,35,35
3414,155,155
7952,55,55
15208,163,163
538,46,46
1896,57,57
19100,49,49
444,50,50
8135,67,67
1656,183,183
575,158,158
10803,170,170
17534,49,49
11175,162,162
9486,60,60
14601,40,40
19134,41,41
9127,156,156
8293,42,42
9999,49,49
7066,39,39
8450,46,46
17052,59,59
13287,60,60
710,37,37
2524,64,64
13643,60,60
3924,48,48
4353,62,62
11870,52,52
6159,178,178
7727,165,165
9789,46,46
7010,183,183
11509,44,44
5870,45,45
18600,165,165
15039,46,46
11700,175,175
3342,38,38
6504,46,46
19522,45,45
14138,158,158
12456,175,175
17834,48,48
8176,55,55
6538,51,51
12004,66,66
9887,48,48
6812,44,44
363,43,43
5034,48,48
16312,47,47
13665,165,165
19715,38,38
9509,43,43
16116,43,43
3565,46,46
13064,38,38
4984,51,51
13151,153,153
14079,46,46
2705,43,43
1242,161,161
4277,47,47
15815,154,154
643,173,173
17014,177,177
16972,49,49
17854,65,65
5716,53,53
18338,49,49
4276,152,152
13082,181,181
14988,51,51
2777,159,159
17935,35,35
18562,45,45
19521,65,65
10421,30,30
17973,58,58
4503,60,60
8212,42,42
4214,163,163
19288,47,47
3151,164,164
8722,174,174
7537,67,67
17915,176,176
18437,156,156
12668,149,149
6473,50,50
4199,45,45
17213,64,64
5287,159,159
10671,49,49
3048,40,40
2381,47,47
14643,34,34
12424,46,46
5545,58,58
8989,177,177
16135,165,165
7972,36,36
18467,46,46
15447,45,45
9455,162,162
7154,37,37
15862,41,41
13621,154,154
2341,37,37
18530,168,168
1880,56,56
9293,46,46
466,157,157
6436,45,45
2093,42,42
1629,161,161
16235,175,175
9041,61,61
10870,47,47
13505,46,46
13334,165,165
11235,55,55
17643,26,26
14110,40,40
14575,173,173
5185,46,46
10688,46,46
8129,172,172
15388,163,163
4102,43,43
9277,52,52
9616,226,226
697,36,36
15304,29,29
19473,31,31
1241,44,44
9594,166,166
5508,47,47
627,50,50
19948,48,48
2930,57,57
13504,44,44
16942,175,175
19840,161,161
10314,51,51
1812,177,177
13198,52,52
19153,175,175
13658,59,59
12793,174,174
4139,43,43
14913,171,171
6315,41,41
12621,44,44
14662,49,49
9884,164,164
4745,52,52
5666,55,55
12693,31,31
11260,24,24
9131,51,51
10043,50,50
17675,173,173
16337,152,152
2794,155,155
19455,40,40
1000,63,63
16041,65,65
3368,47,47
16673,62,62
8226,57,57
2911,168,168
16763,41,41
2265,58,58
4560,42,42
6956,154,154
5437,167,167
14820,166,166
3015,58,58
13781,174,174
13568,39,39
18400,56,56
17352,38,38
5328,62,62
9366,62,62
8152,50,50
6979,158,158
1849,64,64
8643,165,165
12080,163,163
18044,36,36
9393,43,43
5924,40,40
9155,28,28
11980,54,54
287,156,156
13296,49,49
16700,159,159
7297,173,173
762,62,62
8240,57,57
2589,153,153
8664,38,38
13593,48,48
3656,44,44
16857,41,41
1337,49,49
10247,171,171
14412,170,170
1006,159,159
14429,41,41
19211,158,158
18643,46,46
4057,156,156
16394,27,27
15674,49,49
14734,63,63
16040,45,45
7717,68,68
1355,43,43
10453,57,57
9790,40,40
10819,45,45
15761,39,39
7865,62,62
5739,48,48
6377,46,46
15111,46,46
19436,43,43
19449,164,164
16354,168,168
10350,64,64
19151,166,166
16821,155,155
3068,53,53
10773,62,62
17503,175,175
12746,163,163
5266,160,160
284,40,40
15719,49,49
16200,42,42
4675,47,47
7449,51,51
7613,58,58
5932,172,172
2050,60,60
16351,42,42
5304,56,56
12291,159,159
4076,164,164
18628,174,174
16209,151,151
13646,173,173
12960,67,67
14808,174,174
19445,170,170
5911,46,46
2691,177,177
15251,32,32
1673,34,34
9565,160,160
11651,48,48
14146,165,165
15610,151,151
16602,48,48
8945,172,172
17203,49,49
1962,163,163
1500,162,162
15200,42,42
7172,49,49
5600,46,46
3047,64,64
13067,55,55
8258,53,53
1757,62,62
5031,45,45
16797,62,62
1459,165,165
1369,176,176
1763,59,59
7612,54,54
774,152,152
3174,180,180
19676,40,40
7146,55,55
11347,165,165
5702,45,45
529,59,59
9809,166,166
8259,162,162
12254,68,68
2399,49,49
8329,53,53
640,42,42
18226,161,161
2679,56,56
15997,68,68
19435,163,163
18032,44,44
5325,46,46
9583,40,40
2615,155,155
3934,35,35
7666,50,50
13276,31,31
315,275,275
10563,60,60
17689,70,70
8986,46,46
4627,37,37
276,38,38
4292,54,54
14039,44,44
10310,173,173
6444,59,59
14056,37,37
3517,159,159
7269,53,53
15263,62,62
14397,28,28
13617,47,47
7047,174,174
4224,36,36
1603,45,45
3514,167,167
13179,43,43
10033,42,42
15638,39,39
19442,49,49
1769,43,43
7293,45,45
17840,53,53
8750,41,41
15551,58,58
16207,53,53
6019,29,29
17030,159,159
2772,59,59
13020,18,18
15187,156,156
9797,40,40
10296,49,49
13164,58,58
14244,74,74
8192,54,54
18277,158,158
859,162,162
13415,45,45
9380,41,41
18660,31,31
9228,44,44
10806,58,58
5093,49,49
12443,62,62
10331,43,43
9825,61,61
8595,32,32
3765,164,164
7381,177,177
4656,40,40
10875,35,35
8698,39,39
1364,41,41
17992,163,163
19896,173,173
10244,42,42
5014,173,173
136,157,157
3525,164,164
16535,41,41
989,61,61
1124,61,61
17360,48,48
14259,150,150
16392,160,160
7299,49,49
414,54,54
15922,176,176
8602,37,37
3712,38,38
3686,54,54
7576,161,161
3438,164,164
208,48,48
12551,51,51
8810,42,42
18076,161,161
4428,164,164
629,50,50
8483,50,50
11435,57,57
1466,173,173
7077,41,41
17207,168,168
9215,34,34
16190,53,53
6214,55,55
7329,41,41
10480,65,65
333,170,170
5289,165,165
2860,45,45
6660,64,64
17465,68,68
4966,47,47
1913,47,47
5744,59,59
13500,43,43
8327,44,44
16617,51,51
16124,46,46
1148,177,177
11900,61,61
754,46,46
19551,156,156
1691,159,159
9409,43,43
3598,42,42
10005,48,48
6889,169,169
3232,39,39
9470,51,51
16599,53,53
17584,32,32
6591,37,37
2464,176,176
17526,39,39
13120,46,46
1398,155,155
9929,52,52
2160,157,157
17001,58,58
1464,68,68
17177,164,164
15575,48,48
8749,41,41
240,169,169
1391,177,177
13473,164,164
6571,52,52
18864,52,52
5275,163,163
15911,173,173
8330,219,219
18502,32,32
310,48,48
8517,159,159
4499,49,49
16169,55,55
12251,62,62
2490,47,47
12188,149,149
17073,169,169
10217,169,169
3364,44,44
13640,49,49
15623,50,50
398,165,165
10219,40,40
11871,165,165
17407,49,49
16006,50,50
9411,47,47
920,166,166
16545,167,167
15818,46,46
1813,38,38
13692,45,45
7320,49,49
233,168,168
16492,48,48
2530,161,161
1069,170,170
11709,58,58
10414,40,40
5082,166,166
8077,60,60
10678,182,182
14941,47,47
3808,165,165
15938,23,23
12586,158,158
6970,58,58
6741,43,43
10754,50,50
359,61,61
9803,43,43
7207,154,154
10204,37,37
4759,52,52
15732,179,179
19142,289,289
15487,176,176
6604,181,181
17412,165,165
11687,52,52
5550,48,48
7931,45,45
7439,53,53
15343,46,46
3976,51,51
14462,48,48
19472,168,168
13146,29,29
19743,37,37
16664,161,161
5,44,44
1635,51,51
7562,45,45
8666,59,59
12187,48,48
3028,58,58
16499,56,56
4383,59,59
4695,70,70
2295,44,44
14644,154,154
865,53,53
7312,42,42
13810,163,163
6680,66,66
12016,56,56
7099,152,152
5244,153,153
15248,23,23
15749,30,30
1187,47,47
7129,173,173
14154,42,42
8617,35,35
5197,40,40
4845,53,53
8383,175,175
17554,34,34
14366,39,39
19050,31,31
11461,42,42
14879,47,47
10721,38,38
3215,34,34
19064,61,61
17610,40,40
15211,62,62
16445,158,158
18213,37,37
18575,155,155
11621,157,157
304,41,41
7760,68,68
4121,98,98
14934,47,47
15792,151,151
8367,47,47
9327,47,47
14578,152,152
15579,155,155
13224,157,157
7578,53,53
3814,146,146
13828,41,41
4755,283,283
17452,46,46
12434,47,47
4644,44,44
15337,164,164
12269,43,43
12566,39,39
11236,159,159
4770,38,38
17603,44,44
10464,61,61
15085,54,54
7025,172,172
17441,157,157
17228,155,155
8019,37,37
2479,44,44
8420,39,39
9419,172,172
18236,61,61
735,173,173
2694,159,159
14368,164,164
484,157,157
3281,171,171
3302,40,40
13798,46,46
13021,38,38
15420,184,184
14923,65,65
17126,42,42
2786,161,161
6288,163,163
9198,44,44
4131,156,156
3784,40,40
18566,59,59
13007,175,175
3568,169,169
8161,48,48
13916,39,39
6265,155,155
525,48,48
3699,178,178
5803,182,182
14609,61,61
9527,42,42
6696,164,164
8029,156,156
19922,48,48
18314,45,45
12852,167,167
15488,164,164
18454,65,65
5568,47,47
11803,159,159
19356,36,36
18203,62,62
18088,198,198
5895,58,58
11510,167,167
7697,163,163
4985,47,47
19614,164,164
16244,159,159
1086,52,52
18990,39,39
9259,53,53
10503,49,49
4046,163,163
10944,182,182
16505,63,63
1578,40,40
18800,45,45
8445,40,40
2819,179,179
11199,34,34
9739,161,161
7664,62,62
1827,42,42
19163,158,158
9878,162,162
11335,163,163
6125,47,47
13734,179,179
18873,32,32
7911,58,58
2476,41,41
2536,39,39
2111,50,50
4255,168,168
16112,53,53
10557,36,36
2283,160,160
4237,45,45
7352,172,172
953,176,176
12580,51,51
8153,165,165
3555,58,58
7743,45,45
1136,44,44
12945,48,48
10264,61,61
10636,53,53
19619,161,161
9316,160,160
3620,51,51
14403,171,171
13557,162,162
5587,51,51
11908,182,182
998,167,167
9201,37,37
8822,57,57
14383,50,50
1932,43,43
9984,166,166
2756,44,44
18825,162,162
13410,68,68
4882,43,43
6458,154,154
8368,45,45
11374,54,54
5976,166,166
1954,161,161
19718,162,162
12359,49,49
16333,55,55
9998,63,63
14500,45,45
17139,40,40
18260,161,161
1706,50,50
2501,54,54
4573,153,153
13454,57,57
11520,177,177
7786,44,44
1736,44,44
16755,156,156
16046,45,45
5454,58,58
8615,38,38
1851,56,56
8391,175,175
7980,22,22
6817,38,38
2290,155,155
17479,47,47
2864,58,58
11846,23,23
17765,56,56
4128,161,161
4661,61,61
18446,176,176
5381,61,61
4964,164,164
1660,51,51
67,57,57
13564,32,32
7229,51,51
9258,160,160
12790,47,47
5667,50,50
2075,38,38
16051,63,63
18961,40,40
4833,153,153
12202,37,37
7426,53,53
11907,61,61
5414,152,152
4156,170,170
6872,48,48
8994,159,159
4856,59,59
11661,60,60
15723,175,175
9641,45,45
12784,176,176
10277,44,44
5190,43,43
760,181,181
8303,42,42
2421,60,60
6566,155,155
1939,39,39
8792,171,171
18709,48,48
14432,48,48
16563,45,45
6015,163,163
13975,168,168
12526,47,47
8032,44,44
14483,165,165
18556,44,44
16779,59,59
5045,46,46
12174,67,67
10032,152,152
5627,169,169
15608,169,169
1903,56,56
16967,160,160
5446,159,159
8291,61,61
11437,42,42
6131,50,50
4955,42,42
1008,45,45
11551,34,34
14458,32,32
9716,59,59
1728,46,46
5731,40,40
5301,42,42
2219,55,55
2703,59,59
10390,56,56
17800,58,58
10376,37,37
17280,37,37
6184,171,171
4029,54,54
16929,46,46
19377,180,180
4528,59,59
3946,173,173
9252,160,160
3172,57,57
2499,180,180
13207,36,36
10558,160,160
10997,50,50
7832,70,70
5770,52,52
14352,45,45
9477,180,180
5259,39,39
14091,53,53
15712,153,153
12341,56,56
10233,46,46
7417,175,175
5519,39,39
17885,162,162
10003,29,29
580,45,45
8235,47,47
8261,50,50
16459,159,159
9080,161,161
15313,43,43
13275,175,175
10222,60,60
13156,56,56
18046,176,176
5965,173,173
3004,48,48
11104,163,163
17006,65,65
6064,164,164
14735,34,34
835,45,45
16172,161,161
14835,41,41
17226,58,58
19861,158,158
2146,46,46
5026,159,159
1407,155,155
8598,59,59
4681,34,34
18194,177,177
1093,39,39
12087,163,163
9538,62,62
3835,41,41
15770,48,48
827,59,59
5993,33,33
7657,161,161
675,162,162
1396,171,171
11184,173,173
17548,45,45
18772,158,158
5339,55,55
3737,49,49
3775,146,146
13935,52,52
18484,37,37
15857,41,41
8560,155,155
5360,42,42
10896,163,163
10733,50,50
1959,56,56
11019,48,48
11231,49,49
8143,47,47
3805,43,43
2153,61,61
5178,56,56
14215,41,41
10036,161,161
6475,47,47
16560,64,64
18238,159,159
8006,166,166
2065,56,56
12216,156,156
6429,54,54
19018,57,57
1168,49,49
9196,61,61
11786,155,155
4218,47,47
16530,174,174
8961,58,58
15904,162,162
9963,168,168
18756,170,170
17243,170,170
808,48,48
18876,159,159
14160,50,50
4421,33,33
1636,48,48
18673,173,173
13836,39,39
9596,167,167
3500,1050,1050
13697,47,47
11712,150,150
19315,41,41
1261,47,47
13624,58,58
2484,50,50
11893,42,42
13088,49,49
4465,43,43
12750,62,62
19875,47,47
3748,52,52
1454,33,33
2644,169,169
15033,42,42
3929,37,37
183,160,160
16601,41,41
9311,42,42
8180,58,58
16979,174,174
599,68,68
8839,54,54
12936,42,42
5125,41,41
4033,51,51
12800,46,46
18419,47,47
8200,184,184
12836,157,157
17729,43,43
9724,56,56
5046,47,47
10923,40,40
18837,48,48
10262,173,173
631,42,42
6193,161,161
8505,59,59
7157,55,55
977,69,69
6483,50,50
6346,179,179
10053,162,162
4564,165,165
1385,58,58
9706,145,145
5652,178,178
1606,62,62
19503,43,43
15615,50,50
17287,163,163
19597,163,163
6768,177,177
2736,51,51
19846,53,53
12276,166,166
13919,171,171
2046,61,61
115,43,43
10790,41,41
9769,171,171
19117,46,46
12008,52,52
12588,50,50
19459,62,62
10554,45,45
4541,154,154
3593,29,29
11639,158,158
10704,177,177
11764,57,57
6059,57,57
10484,159,159
9300,59,59
8686,156,156
17338,39,39
15937,163,163
2747,46,46
2199,150,150
2239,159,159
11553,165,165
14702,50,50
8482,165,165
16670,182,182
17578,162,162
10931,50,50
2198,44,44
13176,59,59
12689,41,41
18734,129,129
13493,46,46
8915,45,45
16120,167,167
18730,60,60
13172,42,42
424,159,159
7386,52,52
15401,154,154
6632,48,48
13806,164,164
7655,42,42
17098,46,46
8537,43,43
1893,174,174
19086,175,175
9319,157,157
14043,49,49
2735,171,171
3973,156,156
6844,177,177
7858,51,51
9637,43,43
5247,48,48
15292,159,159
14414,54,54
11931,54,54
14200,60,60
5825,47,47
8897,39,39
15068,162,162
7867,156,156
4685,24,24
494,43,43
18894,45,45
13509,42,42
15306,168,168
12441,177,177
438,35,35
17343,170,170
1415,53,53
13113,172,172
19119,44,44
568,65,65
19928,172,172
8861,158,158
6001,175,175
10281,65,65
17399,152,152
16769,58,58
9510,36,36
14676,44,44
8916,56,56
7878,162,162
10556,160,160
11918,108,108
16438,45,45
15929,161,161
18273,158,158
15694,39,39
18195,41,41
16827,45,45
8481,166,166
18,52,52
18098,41,41
9240,69,69
817,53,53
2344,62,62
13351,66,66
14380,63,63
210,42,42
12047,65,65
19981,34,34
12136,41,41
14893,59,59
726,42,42
14116,43,43
10954,58,58
1054,61,61
8553,43,43
12962,159,159
17787,49,49
1451,40,40
8871,60,60
2360,35,35
2557,166,166
12902,61,61
18430,51,51
8539,39,39
8921,45,45
4143,36,36
126,70,70
3422,51,51
9105,158,158
11048,61,61
19582,162,162
3155,50,50
19573,177,177
14121,173,173
6799,63,63
12415,111,111
12063,58,58
9919,51,51
15738,40,40
14563,169,169
11116,175,175
4844,173,173
10682,26,26
14675,53,53
19955,54,54
6655,62,62
16274,53,53
8905,38,38
5288,57,57
16320,51,51
19935,162,162
6314,169,169
5491,45,45
19452,55,55
16449,161,161
574,160,160
4543,35,35
16945,54,54
16667,45,45
3958,180,180
362,163,163
1817,168,168
16744,37,37
4023,45,45
230,165,165
7432,130,130
6779,209,209
14571,175,175
12803,43,43
5802,44,44
8430,47,47
17776,57,57
5608,42,42
1953,53,53
11053,44,44
16786,157,157
2558,58,58
8514,43,43
12987,68,68
7392,47,47
1727,94,94
18888,46,46
5898,35,35
19842,172,172
14037,44,44
18861,60,60
10611,42,42
12825,46,46
12611,53,53
18416,37,37
286,175,175
6579,36,36
3352,34,34
13342,45,45
16767,62,62
961,47,47
6456,50,50
15651,47,47
169,42,42
7821,43,43
14496,35,35
2420,54,54
8461,58,58
2581,61,61
11163,171,171
1571,162,162
8504,39,39
1363,38,38
4442,39,39
6204,162,162
321,155,155
4945,177,177
16071,169,169
10950,49,49
13249,173,173
11450,51,51
5920,61,61
5982,56,56
6984,48,48
2781,60,60
12736,42,42
2156,41,41
6508,158,158
18301,37,37
4992,168,168
14480,171,171
6589,29,29
14952,43,43
18269,51,51
8715,176,176
16580,166,166
19852,42,42
18232,47,47
15398,167,167
17210,49,49
4917,172,172
13439,37,37
9451,179,179
14461,49,49
9514,60,60
2210,159,159
8656,43,43
5909,165,165
1325,60,60
18819,40,40
10892,47,47
16267,167,167
4717,50,50
6431,45,45
6558,29,29
3660,164,164
12925,49,49
18694,47,47
19419,47,47
17316,40,40
850,163,163
14895,49,49
2564,48,48
6846,160,160
16955,169,169
3721,59,59
12933,163,163
11050,45,45
14742,59,59
18812,57,57
14376,55,55
3851,34,34
14685,54,54
6309,65,65
5158,164,164
18810,45,45
9262,45,45
1092,218,218
886,39,39
520,54,54
12863,37,37
13572,60,60
16647,157,157
12665,55,55
4687,50,50
18565,51,51
13614,56,56
1992,39,39
1443,152,152
2480,42,42
7134,48,48
7350,52,52
17952,49,49
5721,31,31
11788,37,37
2852,173,173
6977,204,204
6755,164,164
18022,159,159
12203,34,34
10192,43,43
6389,32,32
11149,62,62
340,38,38
7141,43,43
7041,47,47
7694,175,175
16004,44,44
16574,178,178
19147,163,163
7492,42,42
17064,51,51
768,50,50
16319,33,33
10858,65,65
17337,67,67
2078,159,159
14755,54,54
11244,43,43
13228,43,43
14982,165,165
10474,179,179
9835,50,50
13196,157,157
1754,57,57
15992,65,65
2018,175,175
15056,50,50
6907,55,55
10841,57,57
10489,46,46
1879,62,62
670,62,62
14433,43,43
19141,41,41
8182,29,29
9546,170,170
3905,37,37
1171,44,44
15093,51,51
14773,52,52
2197,164,164
12476,159,159
19139,52,52
5262,38,38
2851,176,176
6525,28,28
1428,160,160
10394,170,170
6448,54,54
9020,55,55
1034,37,37
4019,165,165
1047,74,74
3937,38,38
12771,44,44
17963,49,49
1224,158,158
9652,39,39
